location,scale,p
3.552689,0.1449664,0.0000242
3.66242,0.174346,0.0000329
3.6465805,0.1832675,0.0000297
3.649254,0.1922904,0.0000211
3.6098549,0.1254727,0.0000231
3.6377305,0.1675812,0.0000233
4.7820606,0.4576618,0.0020909
3.7409682,0.2307122,0.0000517
4.4440193,0.386867,0.0005168
3.546029,0.1289765,0.0000317
3.671318,0.1754166,0.0000318
3.9704995,0.3002219,0.0000563
3.6202831,0.1449548,0.0000269
3.5705341,0.1237787,0.0000222
3.7954364,0.2104965,0.0000413
3.5868802,0.1663123,0.0000288
3.6063586,0.1662298,0.0000302
4.0926439,0.3287702,0.0001457
3.7406727,0.2378714,0.0000386
3.5880207,0.1552845,0.0000259
3.7187558,0.1876679,0.0000366
3.5130834,0.1019007,0.0000222
3.6672665,0.1744837,0.0000238
3.5960139,0.1412191,0.0000309
3.5343687,0.1407887,0.0000226
3.7342646,0.226343,0.0000344
3.7301434,0.200757,0.0000351
3.5405875,0.1493042,0.0000282
3.5926213,0.1392703,0.000024
3.5287449,0.1177403,0.0000279
3.8086134,0.2523003,0.0000566
3.808373,0.2617889,0.0000565
3.8017366,0.2224151,0.0000289
3.607277,0.1413776,0.0000238
3.7693646,0.2236798,0.0000517
4.2725883,0.412875,0.0001949
3.88367,0.2695905,0.0000728
3.6434752,0.2086725,0.0000277
3.7127135,0.1989631,0.0000402
3.7246439,0.2440933,0.000044
3.7244794,0.1935582,0.000033
3.6576322,0.1713006,0.0000287
3.5632724,0.1330317,0.0000279
4.1932722,0.3505588,0.0002762
3.5989309,0.1391848,0.0000243
3.5571541,0.1296364,0.0000286
3.6259026,0.1710243,0.0000234
3.6983031,0.2104179,0.0000281
3.644731,0.2159392,0.0000489
3.8956281,0.2810163,0.0000616
3.5486157,0.1390695,0.0000215
3.7140403,0.2022056,0.0000291
3.788667,0.2564171,0.0000584
4.015283,0.3087202,0.0001226
3.8341109,0.2567113,0.0000482
3.5864327,0.1770305,0.0000247
3.5603439,0.1367627,0.0000279
3.5975818,0.1538079,0.0000332
3.7793993,0.2114566,0.0000531
3.61488,0.1828922,0.0000304
3.6199551,0.1911557,0.0000395
3.7013338,0.2151407,0.000032
3.6037946,0.1377966,0.0000174
3.5337157,0.1325213,0.000017
3.5931785,0.1707465,0.000024
3.6589392,0.1804454,0.0000246
3.6503067,0.1643127,0.0000359
3.7058068,0.2126829,0.0000599
3.658284,0.1986491,0.0000218
3.83692,0.2649496,0.0000408
4.3086993,0.3878473,0.0003058
4.0079472,0.2862965,0.0000905
3.7191827,0.1897205,0.0000332
3.6128149,0.166365,0.0000242
3.61497,0.1626137,0.0000313
3.7027545,0.1971183,0.0000383
3.644492,0.1764509,0.0000272
3.6272788,0.1715306,0.0000481
3.525514,0.1022609,0.0000205
3.6845921,0.1938836,0.0000445
3.5531967,0.1129654,0.0000315
3.8037162,0.2652418,0.0000392
3.5804819,0.1444242,0.0000259
3.641499,0.1633169,0.0000317
3.6667424,0.1603968,0.0000442
3.6499161,0.2006225,0.000035
3.6231751,0.1719786,0.0000246
3.5395516,0.1046257,0.0000172
6.4335741,0.6617743,1
3.5229692,0.1348027,0.0000224
3.6008309,0.1676018,0.0000184
3.8640797,0.2697201,0.000042
6.8619821,0.7382556,1
3.6340987,0.1864585,0.0000264
3.5368443,0.1379297,0.0000162
4.3143064,0.3998068,0.0002204
3.6010787,0.15144,0.0000322
3.6311589,0.1757231,0.0000328
3.6290399,0.1579184,0.0000234
3.5857028,0.1607685,0.00002
3.6474061,0.157886,0.0000298
4.0329059,0.3245319,0.0001537
3.6410635,0.1758737,0.0000443
3.5772869,0.1602846,0.0000253
3.7171148,0.2123491,0.0000309
3.5463379,0.1346159,0.0000217
3.687186,0.2177327,0.0000321
3.5849222,0.1539015,0.0000271
3.5598969,0.1313122,0.0000214
4.2433764,0.3428789,0.0002637
3.6489556,0.1834859,0.0000284
3.882447,0.3009995,0.0000352
3.8905575,0.2403342,0.0000708
3.9986161,0.318086,0.0001121
3.6562908,0.153713,0.0000436
3.5738084,0.1365437,0.0000268
3.581092,0.1404261,0.0000262
3.980809,0.2930725,0.000084
3.5311624,0.1259749,0.0000207
3.604175,0.154433,0.0000273
3.7959818,0.2316343,0.0000493
3.6253626,0.1610742,0.000025
3.5737245,0.1631267,0.0000233
3.8472921,0.2640817,0.0000511
3.7395627,0.2487874,0.0000372
3.6100138,0.165486,0.0000226
3.7798158,0.2221526,0.0000424
3.6101675,0.1567245,0.0000237
3.7625309,0.2296965,0.0000451
3.5586922,0.118402,0.000035
3.7277821,0.2005143,0.0000343
3.6517195,0.1915525,0.0000415
5.9845517,0.6909017,0.0283302
3.8031908,0.2543476,0.000048
3.7260046,0.2089018,0.0000242
3.9312151,0.2667786,0.0000772
3.6418638,0.1781978,0.000036
3.7750682,0.2180106,0.000055
3.5344625,0.1267743,0.0000179
3.7088394,0.2042018,0.0000423
3.5782026,0.1633016,0.0000275
3.9678218,0.2811802,0.0000636
3.576635,0.1266653,0.0000225
3.6842156,0.175269,0.0000393
3.9244418,0.3178692,0.0000357
3.8719,0.2321557,0.0000839
3.6476684,0.1869366,0.0000333
3.6446693,0.1785396,0.0000264
3.8577483,0.2370306,0.0000655
3.5012892,0.0945225,0.0000287
3.6063454,0.1826229,0.0000314
3.5223276,0.119276,0.0000163
3.7211855,0.1806002,0.0000495
3.5782065,0.132521,0.0000133
6.4261788,0.6898734,0.4202387
3.7637683,0.2468569,0.0000344
3.7577769,0.2083321,0.0000456
3.6132832,0.184793,0.0000201
3.6272981,0.174698,0.0000282
5.5251191,0.587717,0.011185
3.5564442,0.117416,0.000021
3.6154153,0.1300419,0.0000252
3.7520327,0.2431064,0.0000407
3.593765,0.1617795,0.0000166
3.6201614,0.1778262,0.0000329
3.8123307,0.2488345,0.0000586
3.5381808,0.1294578,0.0000221
3.5368674,0.1095961,0.000032
3.6677609,0.1864604,0.0000437
3.5846451,0.1705062,0.0000213
3.6438432,0.1933212,0.0000229
3.7285209,0.2160225,0.0000353
3.5267105,0.1423658,0.0000236
3.5780158,0.1553817,0.0000178
3.7292162,0.2400332,0.0000448
3.7116691,0.1977484,0.0000688
3.9784401,0.3021114,0.0000508
3.9468469,0.3173907,0.0000652
3.5921625,0.1548548,0.0000246
3.5478833,0.1325231,0.0000236
3.6390743,0.1402621,0.0000164
3.7061006,0.2089647,0.0000323
3.6749436,0.1922359,0.0000296
3.672441,0.1979853,0.0000236
3.5903503,0.1530139,0.0000216
3.550564,0.1420297,0.0000243
3.657141,0.19132,0.0000205
3.7582546,0.2286634,0.0000466
3.6673012,0.2130402,0.0000233
3.6277413,0.1929108,0.0000216
3.7564138,0.217473,0.0000375
3.5764338,0.1287968,0.0000254
4.4368637,0.3742744,0.0004066
3.5602484,0.1233227,0.0000145
3.5853264,0.1512208,0.0000211
4.4563243,0.3639597,0.0008276
3.6530321,0.1961072,0.0000277
3.7087794,0.2042277,0.0000257
3.6620345,0.2033864,0.0000435
4.4099165,0.3652722,0.0003775
3.6393805,0.1652806,0.0000236
3.5460417,0.1369219,0.000021
3.6789161,0.1870657,0.0000395
3.5761674,0.1463249,0.0000235
3.5341712,0.1014415,0.0000234
3.5831358,0.1380722,0.0000339
3.7049582,0.1886173,0.0000322
3.6457777,0.1574285,0.0000385
3.6115221,0.152824,0.0000223
3.6773525,0.161743,0.0000265
3.6278683,0.1826097,0.0000253
3.6418582,0.1989282,0.0000293
3.6818916,0.1849361,0.0000271
3.6003787,0.1608414,0.0000393
3.7827783,0.2156466,0.0000621
6.8822538,0.7392024,1
4.0267522,0.2823078,0.0001318
3.5889099,0.1214826,0.0000328
3.8427296,0.2398135,0.0000553
3.613,0.1611153,0.0000237
3.6492241,0.1779115,0.0000309
3.7087826,0.2152848,0.0000284
3.6323378,0.1812702,0.000026
3.7526864,0.2570588,0.0000403
3.5977792,0.1560095,0.0000326
3.9044327,0.2597021,0.0000571
3.8369658,0.2740826,0.0000567
3.7506917,0.2414064,0.0000487
3.6843871,0.2247333,0.0000339
3.6735225,0.1712954,0.0000582
3.7192315,0.2192034,0.000043
3.5395015,0.1174776,0.0000207
3.6429044,0.1298908,0.0000296
3.6396751,0.1628567,0.0000272
3.6311665,0.1482898,0.0000348
3.7614394,0.2528372,0.0000338
3.9712607,0.2459674,0.0001086
3.6759038,0.1745471,0.0000399
3.569118,0.1610646,0.0000284
3.5348684,0.1018544,0.0000322
3.6381188,0.1812677,0.0000348
3.6471769,0.1313814,0.000033
3.65264,0.1520252,0.000024
3.6358031,0.1869839,0.0000332
3.6196727,0.1502203,0.0000265
3.5277038,0.131528,0.0000206
3.5796108,0.1343138,0.0000287
3.534116,0.1080886,0.000025
3.6777449,0.2149729,0.0000264
3.727975,0.1963991,0.0000349
3.5954646,0.1743678,0.0000276
3.589581,0.1395424,0.0000311
3.6408699,0.1728489,0.0000382
4.3752506,0.4122348,0.0003958
3.637853,0.191899,0.0000297
3.7355858,0.1933333,0.0000514
3.6203639,0.2006751,0.0000234
3.5367469,0.1068481,0.0000256
3.5467112,0.1569552,0.0000224
3.6572097,0.2036982,0.0000332
3.5574284,0.1588614,0.0000243
3.873448,0.2571798,0.0000595
3.5280993,0.1181661,0.0000246
3.5891614,0.1479488,0.0000263
3.8035413,0.2405661,0.0000412
3.6040492,0.1170888,0.000027
3.6337814,0.1826557,0.0000129
3.6601295,0.203591,0.0000208
3.7000007,0.2077506,0.0000429
3.6159651,0.1580084,0.0000231
3.5549294,0.1589878,0.0000224
3.84622,0.2458516,0.0000377
3.6612982,0.2028266,0.0000413
3.6014355,0.1288068,0.0000314
3.7427528,0.2122129,0.0000514
3.5457079,0.154392,0.0000211
3.6948504,0.1921877,0.0000402
3.7892225,0.2450972,0.0000489
3.6096568,0.1845515,0.0000398
3.7693251,0.2200478,0.0000431
3.8776973,0.2656785,0.0000517
3.5817924,0.1419178,0.0000179
3.5872235,0.1265969,0.0000418
3.6976591,0.1818692,0.0000284
3.6786148,0.1988628,0.0000321
3.6102757,0.1958421,0.0000241
3.7928998,0.2190398,0.0000406
3.738785,0.2138245,0.000026
3.5282584,0.1343092,0.0000299
3.6925838,0.1953065,0.0000432
3.9924588,0.2920083,0.0000891
3.6792597,0.2046317,0.0000312
3.6286597,0.1558856,0.000025
3.7313443,0.1958789,0.000036
3.8238525,0.2587111,0.0000239
3.4729309,0.0990929,0.0000187
3.7769078,0.2470881,0.0000523
3.5536259,0.1463539,0.0000273
4.3497475,0.391496,0.000422
3.6122297,0.1748326,0.0000299
3.7853827,0.2306479,0.0000631
3.9081818,0.3024155,0.0000916
3.7153146,0.203863,0.00005
6.7953663,0.7220555,1
4.2278155,0.3444201,0.0002232
3.8816525,0.2844244,0.0000444
3.5973451,0.1563955,0.0000193
3.7408924,0.2406566,0.0000537
3.5139737,0.1056064,0.0000242
4.4819478,0.4238958,0.0007908
3.7268629,0.2308091,0.0000461
4.2873096,0.3942439,0.0001962
4.0243702,0.3284354,0.0000678
3.6124045,0.161146,0.0000365
3.554293,0.1637543,0.0000202
3.671837,0.1818471,0.0000399
3.571792,0.1416545,0.0000244
3.628122,0.1747182,0.0000375
3.6416256,0.1814959,0.0000275
3.5372811,0.1070425,0.0000258
3.5876815,0.1783318,0.0000298
3.679064,0.1961497,0.000048
3.5957559,0.1394579,0.0000162
3.6555285,0.1860656,0.0000453
3.5834737,0.1321113,0.0000258
3.5402611,0.1215641,0.0000261
3.7397944,0.2023083,0.0000367
3.81826,0.2769281,0.0000451
3.8550562,0.2582563,0.0000659
4.4239517,0.428993,0.0003579
3.662403,0.1805887,0.0000325
3.5779055,0.1358295,0.0000262
3.8272282,0.2675906,0.0000575
3.5735122,0.1358032,0.0000261
3.6921512,0.189914,0.0000476
3.6281763,0.1689682,0.0000311
3.6314595,0.1901421,0.0000419
3.7174919,0.2033525,0.0000449
3.5617121,0.1287289,0.0000212
3.5642005,0.1164726,0.0000223
3.7176696,0.2166097,0.0000231
3.5622662,0.1532767,0.0000123
3.7496949,0.2155685,0.0000467
3.5709264,0.1393643,0.0000237
3.7224799,0.2037653,0.0000337
3.5796803,0.1538435,0.0000245
3.5228801,0.1144566,0.0000199
3.6774992,0.1646926,0.0000322
6.4198898,0.6411707,1
3.7143055,0.1966645,0.0000319
3.7570892,0.2254244,0.0000296
3.5283212,0.1144517,0.0000293
3.5673836,0.1372408,0.0000236
3.664763,0.1409215,0.0000467
3.5548698,0.1312108,0.00003
3.7643567,0.1708698,0.0000682
3.7421374,0.19987,0.0000296
4.5442543,0.441227,0.000654
3.5615996,0.1220377,0.0000134
3.5201878,0.13864,0.0000265
3.5658008,0.1388811,0.0000163
3.8631282,0.2542723,0.000052
3.5885766,0.1590535,0.0000276
3.6282976,0.2003395,0.0000307
3.6717036,0.1817372,0.0000253
3.5760744,0.1442159,0.0000222
3.5992676,0.1296499,0.0000189
3.7122048,0.2107092,0.0000465
3.533824,0.157513,0.0000269
3.5250636,0.1060428,0.0000174
6.5841048,0.7003557,1
3.5525052,0.1242134,0.0000243
3.8707732,0.2536754,0.0000666
3.6475616,0.1943546,0.0000286
3.5578894,0.1584511,0.0000187
3.5853115,0.1426862,0.0000213
3.5866884,0.1546864,0.0000392
3.7288676,0.2216559,0.0000449
3.6034695,0.1574958,0.000017
3.6024804,0.1588877,0.0000361
3.619325,0.1689537,0.000027
3.7104095,0.2210093,0.0000162
3.59378,0.1620227,0.0000345
3.6167269,0.1531885,0.0000273
3.9291917,0.3130753,0.0000563
3.5896885,0.1566339,0.0000248
3.6432083,0.1622881,0.0000323
3.9546012,0.3152349,0.0000542
3.5497043,0.1439531,0.0000177
3.6851864,0.1967698,0.0000308
3.6948847,0.2066282,0.0000365
6.8341219,0.7344008,1
3.585659,0.163742,0.0000228
3.5762437,0.1159235,0.0000294
3.5762755,0.1339599,0.0000221
3.7127844,0.1980545,0.0000301
3.657882,0.1759743,0.0000321
3.5627604,0.0997803,0.0000198
3.8840957,0.2698993,0.0000889
3.7047902,0.1730478,0.0000262
3.5754066,0.1333487,0.0000251
3.8625744,0.2650996,0.0000537
3.8632512,0.2941852,0.0000669
3.6921141,0.2003134,0.0000275
3.5913948,0.1597616,0.0000316
5.0027261,0.4915169,0.0039623
3.6638869,0.2086495,0.0000338
3.690269,0.1945117,0.0000397
3.9928389,0.2914426,0.0001262
3.5720263,0.1357633,0.0000247
3.5773738,0.1386151,0.0000324
3.6011152,0.1257993,0.0000269
3.6303548,0.172084,0.0000254
3.6931754,0.2037864,0.0000332
3.6509468,0.1613387,0.0000339
3.8669813,0.2778397,0.0000658
5.0580227,0.5414406,0.0025408
3.6198044,0.1634582,0.0000194
3.9293997,0.2814722,0.0001045
3.5751474,0.146557,0.0000352
3.5794379,0.1482084,0.0000174
3.6711012,0.1763371,0.0000285
3.6391818,0.1674234,0.0000543
3.6644585,0.1928906,0.0000442
4.005929,0.3276102,0.0000735
3.6545032,0.1766463,0.0000258
3.5432621,0.1264985,0.0000222
3.601707,0.1436936,0.0000258
3.6868595,0.22175,0.0000276
3.560076,0.1500281,0.0000276
3.6036004,0.134965,0.00002
3.6469945,0.1717848,0.0000343
4.3770074,0.4081761,0.0002138
3.968073,0.2986534,0.000053
3.6404826,0.1800652,0.0000364
3.5394099,0.1558215,0.0000258
3.5422892,0.1588056,0.0000224
4.0663035,0.3449955,0.0001507
3.845885,0.2813939,0.0000717
3.5617094,0.1344238,0.0000288
3.6183178,0.1849602,0.0000222
3.61699,0.1495061,0.0000378
3.5334387,0.1380033,0.0000301
4.987191,0.4926479,0.0041739
3.558949,0.1440027,0.0000197
6.6938418,0.6898018,1
3.7880571,0.2436961,0.000047
5.6981597,0.6192754,0.0286231
5.9601864,0.6564751,0.0472004
3.7672974,0.2383,0.0000433
3.9484445,0.2909324,0.0000803
3.5534937,0.1339106,0.0000185
3.5697215,0.1502366,0.0000183
4.3229349,0.3518133,0.0003459
3.6030994,0.1395351,0.000021
3.7608594,0.219968,0.0000568
3.5986381,0.1480121,0.0000228
4.3351922,0.3870201,0.0002757
3.5504511,0.1712968,0.0000248
3.6713255,0.1453568,0.0000405
3.5750272,0.1335406,0.0000235
3.5990333,0.1304196,0.0000406
3.6132278,0.168675,0.00004
3.5811454,0.1633025,0.0000313
3.6513379,0.1779833,0.0000289
3.7727845,0.2228792,0.0000538
3.6248757,0.1494457,0.0000279
3.5425099,0.0904765,0.0000131
3.6338427,0.1431846,0.0000306
3.5488788,0.1108722,0.000028
3.7463994,0.2343592,0.0000474
3.8494935,0.2825823,0.0000442
3.5557055,0.1158505,0.0000205
3.6622176,0.1962022,0.0000289
3.7027695,0.2028091,0.000044
4.2700813,0.3717646,0.0002312
3.5593444,0.1418342,0.0000164
3.5421713,0.1104183,0.0000203
3.5073314,0.117538,0.0000197
3.7007751,0.2072995,0.0000324
3.5877543,0.1655023,0.0000272
3.6991528,0.2255051,0.0000365
3.5428319,0.1193147,0.0000277
3.5185112,0.1116052,0.0000182
6.6116662,0.7050568,1
3.5904499,0.1542972,0.000031
3.5282827,0.1182512,0.0000219
3.9639594,0.2800444,0.0000794
3.5795253,0.1436403,0.0000327
3.5477864,0.1372546,0.0000205
3.5945141,0.1687975,0.0000151
3.5880269,0.1194816,0.0000373
3.6826127,0.2136853,0.000025
3.5595885,0.1441124,0.0000234
5.485483,0.560269,0.0216763
3.8158289,0.2782509,0.0000686
3.5758303,0.109435,0.0000366
3.6257969,0.1465704,0.0000305
3.5439735,0.1372518,0.0000248
3.6539487,0.1547912,0.0000383
3.6124163,0.1340527,0.0000333
3.5509341,0.1264509,0.0000214
3.5578334,0.1024153,0.0000205
3.5392359,0.1236204,0.0000186
3.8873808,0.2299157,0.0000649
3.6268448,0.1573731,0.0000278
3.5724535,0.1492527,0.0000281
3.6377628,0.1886154,0.0000315
3.59595,0.1159319,0.0000247
3.6119847,0.168994,0.0000223
3.5982802,0.1783487,0.0000265
3.6174042,0.1580645,0.0000288
3.6384318,0.1629065,0.000023
3.6526776,0.1688979,0.000027
3.525285,0.1285872,0.0000295
3.6755195,0.2123793,0.0000324
3.5370339,0.1167212,0.0000248
3.6137023,0.178894,0.0000304
3.6314335,0.195018,0.000031
3.6289174,0.1950461,0.0000201
3.6536467,0.1958634,0.000026
4.3956139,0.3784035,0.0002403
4.0149506,0.2841552,0.0000892
3.5578752,0.1682681,0.0000187
3.6270045,0.1552892,0.0000469
3.6002122,0.1580259,0.0000265
3.6959058,0.2076679,0.0000487
4.7504868,0.4604208,0.0008936
3.8560886,0.2579571,0.0000398
3.5811797,0.1425495,0.0000353
3.6559806,0.1828555,0.0000302
4.0366584,0.3089668,0.000105
3.6609742,0.1899217,0.0000193
3.651876,0.2163342,0.0000404
3.5521287,0.1332372,0.0000235
3.5337331,0.1431576,0.0000381
3.8127728,0.2298932,0.0000477
6.3447468,0.7019411,0.1529869
3.6717065,0.1885937,0.0000437
3.6656994,0.1994788,0.0000202
3.7995635,0.2442091,0.0000431
3.5717448,0.1300553,0.000011
3.5476998,0.1168661,0.0000268
3.7028847,0.2216201,0.0000393
6.6449466,0.6920791,1
3.591231,0.1149207,0.0000239
3.5821444,0.1304837,0.0000285
3.7099653,0.1882592,0.0000315
