location,scale,p
4.3876682,0.2522276,0.1592548
4.401361,0.2200267,1
4.5607968,0.2590733,1
4.081797,0.214273,0.0075339
3.5844214,0.1032901,0.0002186
4.4120716,0.2218804,1
4.3771598,0.220778,1
4.5015498,0.2520568,1
4.3627133,0.2170777,1
4.3094106,0.1947646,1
4.3948481,0.2455972,0.2543999
4.5257472,0.246172,1
3.5757403,0.1019689,0.0001558
4.2655648,0.1872883,1
4.5812063,0.2680845,1
4.4473092,0.2313473,1
4.0967294,0.1411142,1
4.4634973,0.2383592,1
4.1176074,0.2093666,0.0187815
4.5302556,0.2541789,1
3.6034407,0.1150089,0.0002256
4.588834,0.2799641,1
4.105032,0.1950302,0.0356067
4.3437374,0.2022021,1
4.4289879,0.2315616,1
4.4548425,0.2614961,0.1357809
4.4460926,0.2408737,1
4.4735643,0.2453576,1
3.8966975,0.171458,0.0024277
3.5786507,0.1011843,0.0001752
4.2337927,0.1757741,1
4.3933999,0.2163129,1
4.2420444,0.1820477,1
4.4900958,0.2409035,1
4.2129587,0.2419739,0.0243581
4.4092566,0.225668,1
4.060674,0.1952096,0.0211106
3.7309598,0.1392311,0.0007754
3.9702877,0.179777,0.0084525
4.6030237,0.2889688,0.781939
3.9066723,0.1853965,0.0037158
3.6235111,0.1217838,0.0003456
3.8970828,0.187309,0.0035478
3.9201873,0.1799816,0.002132
4.3660428,0.2166496,1
4.5906324,0.2701713,1
4.2850877,0.1961768,1
4.7682791,0.317451,1
4.6795921,0.304198,0.4301607
4.424307,0.225253,1
3.5222415,0.0881623,0.0001185
4.4187715,0.2782524,0.0511001
3.9383687,0.1854982,0.0049387
3.5809146,0.1131659,0.0001597
3.9822175,0.2011583,0.0053275
4.4453376,0.2346296,1
3.604837,0.1165477,0.0002982
4.5320957,0.2498421,1
4.4553684,0.2318229,1
3.7359796,0.1633218,0.0005905
4.0806215,0.2063847,0.0205756
3.5665086,0.1043658,0.000195
4.3419522,0.2019874,1
4.5102642,0.2785153,0.219241
4.4215738,0.2308757,1
3.920776,0.1904164,0.0038104
4.549144,0.256487,1
4.6761084,0.2940827,1
3.6710919,0.1317615,0.0003809
4.3906151,0.2183005,1
4.4700291,0.2387727,1
3.5368207,0.0962246,0.0001114
3.6753244,0.1338404,0.0003198
3.8848574,0.1785485,0.0022216
3.970509,0.192818,0.0057658
3.8336554,0.1613905,0.0011184
4.4642247,0.2362087,1
4.2142484,0.1713568,1
4.3567061,0.205487,1
3.8601298,0.1679888,0.0011695
3.5968088,0.1213072,0.0001596
4.4216391,0.224592,1
4.4556548,0.2293936,1
3.7897594,0.1585471,0.0008012
4.4878078,0.2451005,1
3.6084299,0.1087965,0.0001396
4.394373,0.2170146,1
4.5810168,0.2665899,1
3.6467727,0.1248908,0.0002574
4.5343804,0.2551376,1
3.6574468,0.1269848,0.0002803
4.4801917,0.2407813,1
4.4788407,0.2395882,1
4.2629114,0.1896043,1
4.5585983,0.2577762,1
4.1635224,0.2122603,0.0237965
4.0887659,0.1917151,0.0234505
4.5588248,0.2557817,1
3.7650762,0.150685,0.0005944
4.2383931,0.1766229,1
4.1120501,0.2137152,0.0112659
3.6423281,0.1308038,0.0003908
3.6110147,0.1203387,0.0002609
4.5606147,0.2612702,1
3.5590104,0.0951085,0.0001627
4.3539954,0.2129247,1
4.5310132,0.2545634,1
4.2919627,0.1937496,1
4.4478762,0.2359465,1
4.4220293,0.2186436,1
3.5209772,0.0934072,0.0001247
3.5594502,0.102253,0.0001529
4.0136751,0.2036976,0.0064033
3.6389051,0.1323601,0.0002872
3.7341997,0.1403482,0.0006551
4.2627078,0.2285049,0.0904642
4.4236015,0.2296553,1
4.0362021,0.1886088,0.015324
3.84358,0.1763268,0.0014733
4.6554898,0.2967679,0.8126847
4.4782605,0.2397913,1
4.7057659,0.2930875,1
3.5478816,0.0989374,0.0001681
4.46818,0.2377169,1
4.0629805,0.1282894,1
3.8445507,0.1826531,0.0014185
4.5009903,0.2482452,1
3.7256538,0.1458475,0.0007144
3.6928382,0.1517952,0.0003177
4.323541,0.1958545,1
3.7727843,0.159873,0.0010524
4.32992,0.2028087,1
4.356314,0.2110917,1
4.5974736,0.2747791,1
4.0621022,0.1908782,0.0125604
4.4918693,0.2571259,0.3393423
4.5158775,0.2488003,1
3.9778475,0.1722034,0.0127102
4.2889514,0.2275071,0.1355691
4.6174555,0.27925,1
4.3375719,0.2100647,1
4.3178491,0.1988787,1
4.3993921,0.2227483,1
4.5544071,0.2748448,0.5579931
4.1778552,0.2291321,0.027225
4.5782227,0.2701629,0.6579975
4.4942325,0.2472894,1
4.163675,0.2034101,0.0439079
3.8783962,0.1563939,0.0047778
4.5153976,0.248313,1
4.2951141,0.1955467,1
4.3814641,0.2173697,1
4.6221633,0.2776498,1
3.6488156,0.1197632,0.0003796
4.593247,0.2769637,1
4.5386996,0.2590907,1
4.6676625,0.2922142,1
3.4898837,0.073796,0.0001201
4.6396602,0.2845801,1
3.965571,0.1976564,0.0041295
4.4529097,0.233903,1
4.600807,0.2741627,1
4.5337531,0.2549491,1
3.4674955,0.0741041,0.0000598
4.6365955,0.2808329,1
4.3848177,0.2168706,1
4.314245,0.2007573,1
4.6210924,0.2861565,1
4.4062829,0.2168421,1
4.3795079,0.2151124,1
4.4524428,0.2383858,1
3.6444467,0.1401031,0.0001749
4.4473446,0.2299917,1
3.6221912,0.1207962,0.0002017
3.5947617,0.0915222,0.0003193
4.0666082,0.2072576,0.0064603
4.4249365,0.2351766,1
3.5222037,0.0802835,0.0001151
4.1825593,0.2177783,0.0358818
4.5714945,0.2659786,1
4.4341359,0.2327335,1
3.5637352,0.1097667,0.0001251
3.9368771,0.1770435,0.0057548
4.5506694,0.2609289,1
3.7151926,0.1383738,0.0003627
4.5912374,0.2712219,1
4.252639,0.1795092,1
3.5225109,0.0999423,0.0001395
4.5820259,0.2727564,0.8604004
4.5700382,0.2705023,1
4.5483763,0.2595875,1
4.3883078,0.2123746,1
4.485554,0.2439616,1
4.6468928,0.2851875,1
3.6414015,0.1204556,0.0003414
3.5200415,0.0970072,0.0001143
4.3933234,0.2219734,1
4.389106,0.2526522,0.108995
3.6170741,0.1138659,0.000349
4.5693758,0.2664081,1
3.6895993,0.132354,0.0004954
4.6205058,0.2798628,1
4.401415,0.209191,1
3.7855005,0.139705,0.0013207
4.2995481,0.202511,1
4.4245354,0.2249108,1
3.8167081,0.1812999,0.0006159
4.5621255,0.2660926,1
4.3773123,0.2152079,1
3.5472477,0.0977911,0.0001788
4.3083408,0.1950617,1
3.9113305,0.1908674,0.0024431
3.9041489,0.1878131,0.0026805
4.4589286,0.2351745,1
4.4084552,0.2276295,1
4.4010632,0.2261755,1
4.5770548,0.2671835,1
3.8242263,0.1634772,0.0015396
4.5931725,0.2691532,1
4.4091464,0.2210398,1
4.66269,0.2812773,1
3.6603704,0.120924,0.0003814
4.4308802,0.2328469,1
4.3465632,0.2058624,1
4.4811238,0.246253,1
4.5673204,0.2695228,1
3.5143327,0.0772996,0.000066
4.368708,0.2124423,1
3.992596,0.2056203,0.0038006
4.658132,0.2844244,1
4.5380686,0.2535198,1
4.2920403,0.1904101,1
4.2650389,0.1841733,1
4.2511758,0.2317103,0.0245013
4.5403412,0.258836,1
4.5292869,0.2564651,1
4.5666764,0.253255,1
4.3843027,0.2218829,1
4.6823576,0.2937311,1
4.4515747,0.2358633,1
3.7971822,0.1588602,0.0008848
4.5187703,0.2476712,1
3.6337575,0.1194116,0.000212
4.2405414,0.183439,1
4.4443371,0.2386265,1
4.3343969,0.1965455,1
4.497152,0.2463752,1
4.3084788,0.1944472,1
3.6664556,0.1317267,0.0002389
3.709555,0.1365956,0.0005326
4.5633129,0.2636403,1
4.4737944,0.237905,1
4.2347942,0.1844618,1
4.2192815,0.2163668,0.0500215
4.6984788,0.2905107,1
4.2064628,0.2298823,0.0350006
4.0436401,0.2021682,0.0110167
3.7536724,0.1521848,0.0007465
3.7730239,0.1652407,0.0007857
4.6849704,0.304915,0.6706373
4.782368,0.3123431,1
3.939287,0.171243,0.0086605
4.6287839,0.2773435,1
4.570283,0.2677489,1
4.7324779,0.303406,1
3.8714781,0.172166,0.0028877
4.4205068,0.2338939,1
4.6016605,0.2755955,1
4.4123491,0.2235105,1
3.6306046,0.1107221,0.000216
4.3834705,0.2141571,1
4.3037735,0.1947573,1
4.079031,0.1356266,1
3.7971022,0.1530741,0.0010818
4.2350089,0.1787548,1
4.476553,0.2453517,1
3.572503,0.0990822,0.0001975
4.3712219,0.2177314,1
4.5046575,0.2514598,1
4.3996059,0.222585,1
4.4217643,0.2325704,1
4.3755084,0.2121586,1
3.5915607,0.1124914,0.0001686
4.3883416,0.2201352,1
4.6408342,0.2857516,1
4.4529199,0.2353572,1
4.3856723,0.2131948,1
4.620295,0.2790107,1
4.37116,0.2145289,1
3.6606575,0.1301495,0.0002787
4.4779304,0.2443459,1
4.3453914,0.2052832,1
4.3948927,0.2222321,1
4.5111624,0.2468965,1
4.3498211,0.264416,0.0427358
4.3936011,0.2201204,1
4.2483234,0.1780184,1
3.6684139,0.1348392,0.0004587
4.4410251,0.2242624,1
3.8428295,0.1697408,0.001416
3.6163254,0.1187883,0.0001558
4.6526835,0.2895175,1
4.0333657,0.2013555,0.0100845
4.5119698,0.2554462,0.8526289
4.4482067,0.2311541,1
3.963463,0.1865588,0.0052429
4.4141459,0.2160544,1
4.5543066,0.2606367,1
4.5353461,0.2618328,1
4.4679096,0.2287541,1
4.5626229,0.2796486,0.6781811
4.4402894,0.2380481,1
4.0561785,0.1939161,0.0161301
4.2285865,0.1799525,1
3.7313663,0.1579472,0.0005333
4.3675855,0.2147743,1
3.7534817,0.1574865,0.0005348
4.1186766,0.22002,0.0109213
4.3612111,0.2095835,1
4.5848806,0.2697497,1
4.2471043,0.18371,1
4.0077115,0.1892611,0.0142497
4.4907228,0.2389823,1
4.4908445,0.2432901,1
4.5576122,0.2610513,1
4.3811065,0.2222946,1
4.4476513,0.2315109,1
4.1275887,0.2189998,0.0084895
3.4837765,0.0720473,0.0000733
4.3781503,0.2208055,1
3.5514266,0.0907144,0.0001428
3.6133829,0.1165423,0.0002254
3.9386408,0.1928547,0.0033331
3.7048695,0.1305769,0.0005302
3.9074822,0.1999233,0.0019276
3.7089736,0.1441635,0.0003758
4.4195246,0.2228356,1
3.5832132,0.1072644,0.0001853
4.4177593,0.2256387,1
4.6358896,0.2811219,1
4.3673959,0.2139107,1
3.5968408,0.1161364,0.0002078
3.5205847,0.0910893,0.0000891
4.6397903,0.2849606,1
4.6857317,0.2845709,1
4.3710544,0.2141018,1
3.7513446,0.1350909,0.0010478
4.438913,0.2396389,1
3.6429065,0.1138002,0.0002097
4.4308207,0.2317485,1
4.4020867,0.2198952,1
4.4951535,0.2478932,1
4.2361023,0.1745515,1
3.8456575,0.156089,0.0033592
4.4537555,0.2355821,1
4.0088862,0.1933809,0.0053939
4.3054302,0.1946204,1
4.6405858,0.2737346,1
4.2408243,0.1763431,1
4.0328338,0.2111329,0.0072971
4.4339796,0.2337509,1
3.8480816,0.1540073,0.0025313
3.614718,0.1245264,0.0002592
4.451204,0.2351932,1
4.4753803,0.254003,0.3492303
4.6182266,0.2829443,1
4.311496,0.2030309,1
3.6070695,0.1030146,0.0002458
4.3526248,0.2121817,1
3.7172554,0.1371742,0.0004354
4.1961434,0.1710039,1
4.0822112,0.2203039,0.0053663
3.8873025,0.1347316,0.0051135
4.4992542,0.2528707,1
3.5584976,0.0920892,0.0000557
3.605432,0.1186351,0.0002031
4.5658756,0.2665968,1
4.483223,0.2503061,1
4.5101566,0.2487224,1
4.6378662,0.2800016,1
3.8953688,0.1762447,0.002131
3.8474446,0.1594277,0.0018882
4.5258697,0.2497148,1
4.3439122,0.202626,1
4.245092,0.1794459,1
3.8874962,0.1706856,0.0024546
3.5183702,0.0969428,0.0000907
4.3825851,0.2205367,1
4.3143557,0.2014558,1
4.5346848,0.2565323,1
4.4821132,0.2425177,1
4.4440954,0.2328678,1
4.5251195,0.2530462,1
3.4872785,0.0757381,0.0000589
4.5690581,0.2636729,1
4.4570183,0.2357419,1
4.4315817,0.2344292,1
4.4031578,0.2211177,1
3.8479313,0.1658672,0.0018837
4.5123763,0.2530649,1
3.6063821,0.1078637,0.0001886
4.4095401,0.2257177,1
3.9736385,0.1929634,0.0047692
4.1988183,0.2205527,0.0464416
4.5739941,0.2628059,1
4.3266189,0.2057105,1
4.5343264,0.2651886,1
3.6841611,0.1390957,0.0005427
3.847176,0.1734078,0.0013543
3.595438,0.1259946,0.0001825
3.653796,0.1241966,0.000206
4.3827709,0.224192,1
3.6293353,0.1273162,0.0003208
4.3005536,0.2414542,0.0491354
4.5537467,0.2492779,1
4.4414855,0.2305597,1
3.7072588,0.1398413,0.0004844
4.6152861,0.271784,1
4.0134116,0.1915257,0.0075665
4.3615184,0.2133821,1
4.2771396,0.1872743,1
3.8550972,0.1814147,0.0007603
4.5022326,0.2517819,1
4.5146922,0.2468995,1
4.5259983,0.2567443,1
4.0593281,0.194369,0.0146231
4.2275014,0.1793909,1
3.6498968,0.1297334,0.0004546
3.9338801,0.1908181,0.0020423
4.2760749,0.1913265,1
3.9796151,0.1774979,0.0109387
3.5660111,0.0950788,0.0001477
4.4075573,0.2189533,1
4.3914446,0.2144215,1
3.6140282,0.1124674,0.0002288
3.7833745,0.1565535,0.0010342
3.6219743,0.1117073,0.0002625
4.3297079,0.2081807,1
4.5269469,0.2575779,1
3.6100337,0.1217921,0.0001566
4.4205625,0.2319358,1
3.6255465,0.1322609,0.0002261
4.4921386,0.2452711,1
3.8481107,0.1680626,0.0012472
3.742711,0.146838,0.0010406
4.5786196,0.2592535,1
4.4938624,0.237556,1
3.7819935,0.1554478,0.0011501
4.4212605,0.225052,1
3.8530911,0.1753578,0.0014121
4.4457591,0.2301806,1
4.3448349,0.2053942,1
3.85372,0.1669175,0.0013301
3.5710977,0.1079503,0.0001448
4.5145357,0.2510263,1
4.2509417,0.1841231,1
4.509899,0.2476846,1
4.397821,0.221481,1
4.329953,0.1974924,1
4.3941963,0.2185313,1
4.3499839,0.2104417,1
4.6330247,0.2778262,1
4.5061348,0.2528485,1
4.4555912,0.2344175,1
4.7189735,0.3017692,1
4.6021383,0.2717673,1
4.5326879,0.2590686,1
3.5792444,0.1089716,0.0001506
4.3295726,0.2094166,1
3.6107382,0.1153592,0.0002082
4.559326,0.2665805,1
4.2782121,0.1909649,1
4.3161078,0.1984217,1
4.3998438,0.2229561,1
3.6458569,0.1097626,0.0004417
4.6181301,0.269848,1
4.0006868,0.1928519,0.0063082
4.3412728,0.2120537,1
3.6507866,0.1359267,0.0002691
4.5197238,0.257807,1
4.2168008,0.228035,0.0368898
4.3689942,0.2108662,1
3.738854,0.1454639,0.000822
3.5580228,0.0997924,0.0001458
3.8050972,0.1663213,0.000911
3.8230463,0.146619,0.0020366
4.5448329,0.2582061,1
4.5060127,0.2482322,1
4.5540082,0.2605124,1
4.3393179,0.2057811,1
4.339416,0.2160159,1
4.5195548,0.2529983,1
4.342213,0.2118527,1
4.6401906,0.2845571,1
4.38382,0.2139953,1
4.3927449,0.2565641,0.1398845
4.4866685,0.2467826,1
4.3845512,0.2187034,1
4.6633543,0.2863973,1
4.2047126,0.1700359,1
4.5510648,0.2588629,1
4.3694232,0.2151569,1
4.3791652,0.2155555,1
4.5670404,0.2587169,1
4.4752807,0.2365364,1
4.4711766,0.2400111,1
4.1747949,0.2190121,0.0279078
3.7867946,0.1474946,0.0016155
4.260415,0.2244082,0.0799954
4.0707961,0.1928771,0.0324743
4.0274785,0.1935768,0.0080497
4.5824696,0.2675847,1
3.9882032,0.1946883,0.0044158
4.5372896,0.2566791,1
4.6046039,0.2685823,1
4.411558,0.2270071,1
3.6675077,0.1303641,0.0003008
4.0754896,0.2008146,0.0158476
4.4673592,0.2413794,1
4.3178564,0.1930556,1
4.3128469,0.1963094,1
4.3881722,0.2125303,1
3.9242295,0.1668347,0.0038235
4.4720033,0.2328739,1
4.4764443,0.243455,1
3.985977,0.193958,0.0061995
4.5084617,0.2561568,1
3.6354007,0.1241187,0.0002645
4.2242876,0.227985,0.0403452
3.5670694,0.0921498,0.0001665
3.7695735,0.1679459,0.0006191
3.8977947,0.1762776,0.0025247
4.5564115,0.252614,1
4.6256802,0.2788749,1
4.0327585,0.200745,0.0124369
4.3729147,0.2153088,1
4.4487566,0.2366716,1
4.3617236,0.2141509,1
3.6461454,0.1334488,0.0002906
4.2559064,0.1834433,1
4.1420683,0.1552016,1
4.7066192,0.2935646,1
4.3467952,0.2114626,1
3.5742643,0.0985561,0.0002084
4.2630986,0.1827525,1
4.0561712,0.199016,0.012784
4.4383732,0.2253238,1
4.4440921,0.2298121,1
4.3028795,0.1979499,1
3.8075069,0.1565164,0.0013857
4.4097295,0.2195686,1
3.559455,0.1001708,0.0001294
4.4869208,0.2476066,1
3.5455053,0.0956324,0.000177
3.5715747,0.1133501,0.0002124
4.2139861,0.1744309,1
4.4526448,0.2386809,1
4.2125981,0.174748,1
4.4681081,0.2423084,1
4.5419222,0.2547896,1
4.4973804,0.2516879,1
4.546737,0.2590717,1
4.369418,0.2138174,1
4.4252142,0.226242,1
3.626541,0.1208562,0.000388
3.9684916,0.1851233,0.0046779
4.2898965,0.1931025,1
4.2900004,0.2005292,1
4.5286198,0.2576625,1
4.4441381,0.2394793,1
3.9935552,0.2072776,0.002971
3.8433653,0.1688179,0.0012982
4.3384238,0.2064379,1
4.5960067,0.2802513,1
4.164763,0.1560554,1
4.5098612,0.2790574,0.223343
3.4993389,0.0765337,0.0000893
4.4934827,0.2513158,1
3.9738495,0.1672216,0.0166408
3.5159269,0.0808847,0.0000827
4.2413428,0.180236,1
4.4620233,0.2376039,1
4.3727061,0.2210975,1
4.2802089,0.2287129,0.0637882
4.6052953,0.2697454,1
3.5671123,0.1131323,0.0001893
3.7711344,0.1362751,0.0014432
4.5786087,0.2702553,1
4.3807761,0.2184905,1
4.3464757,0.2115697,1
4.3719381,0.2095351,1
3.9618129,0.1075128,1
3.5130665,0.1022882,0.0000915
4.6645982,0.2950462,1
4.4904503,0.2438632,1
3.5191238,0.0829065,0.0000848
4.3348538,0.2526633,0.1166527
4.5393612,0.259122,1
3.593987,0.1190416,0.0002297
4.5459263,0.2701313,0.4607185
4.5098927,0.2544933,1
4.0201456,0.2044628,0.0060592
3.657005,0.1140871,0.0003127
3.6483066,0.1198655,0.0003851
3.9467702,0.2058491,0.0024019
4.5656609,0.2603066,1
3.6298876,0.1225277,0.0002767
4.4310732,0.2276757,1
4.4949304,0.2456008,1
3.7628329,0.1491703,0.000627
3.7035635,0.1317371,0.0006746
3.9445455,0.1634559,0.0050705
4.5127936,0.2496831,1
4.0718551,0.200547,0.0139098
4.4207637,0.2284421,1
3.8364407,0.1572601,0.001504
3.8010841,0.1730426,0.0011253
4.3685009,0.2116939,1
3.6160251,0.1075161,0.0002185
3.5495174,0.1118471,0.0001198
3.8352961,0.1720621,0.0012527
4.4826561,0.2358816,1
4.6478281,0.2960346,0.6451707
4.5497194,0.2635548,1
4.4234925,0.2220547,1
4.4443086,0.2266367,1
4.314121,0.2388251,0.1132966
4.0209932,0.1659208,0.0374089
4.4707985,0.2382738,1
3.5044571,0.0921458,0.0000835
4.5829448,0.2620518,1
4.0820447,0.2040228,0.012447
3.5936761,0.1137197,0.0002993
4.2680624,0.1880846,1
3.9561973,0.1766416,0.0043577
4.4979134,0.254352,1
4.3440974,0.2006127,1
4.4220444,0.2247316,1
4.4832484,0.242607,1
4.4131982,0.2246013,1
4.6137196,0.2807366,1
4.5155357,0.2506865,1
4.6191637,0.2752789,1
4.2986598,0.189483,1
4.4959301,0.2511781,1
3.5965706,0.1194108,0.0002402
4.3673808,0.2141932,1
4.3978956,0.2240171,1
4.2777957,0.2225452,0.1140002
4.436734,0.2279474,1
4.5829889,0.2705513,1
3.5794836,0.1033504,0.000176
3.771766,0.158799,0.0007369
4.6778993,0.2961106,1
4.4765624,0.2443019,1
4.4817516,0.2410918,1
4.4069144,0.2222611,1
4.1045225,0.2123952,0.0224562
4.5101788,0.2459591,1
4.286012,0.1962063,1
3.7447108,0.1371824,0.0006826
4.4689223,0.2437501,1
4.286072,0.2352761,0.0464845
4.622314,0.3053202,0.1943513
3.6663577,0.1349624,0.0002952
4.3945949,0.2187594,1
4.3105866,0.1962082,1
4.5592339,0.2560563,1
3.7788018,0.1378447,0.0013046
4.3552097,0.2114907,1
4.2780091,0.1933864,1
4.2996819,0.1970569,1
4.5754118,0.2616989,1
4.2511674,0.1831716,1
4.2974791,0.234816,0.0746275
3.8116801,0.169847,0.0007884
3.5525249,0.0927372,0.0001878
4.5858853,0.2678143,1
3.6796627,0.1301228,0.0004783
4.2863208,0.1870225,1
4.4862938,0.2554516,0.4773288
3.7966657,0.1545381,0.0012157
4.3018223,0.1957214,1
4.460674,0.2381754,1
4.646085,0.2806435,1
4.478879,0.2467843,1
4.4396264,0.2321914,1
3.6818584,0.1278302,0.0004111
3.5394431,0.1000403,0.000203
4.4853885,0.2431391,1
4.5472906,0.2591832,1
4.3623683,0.2115363,1
4.3626653,0.210009,1
4.2629013,0.2204373,0.0813387
4.5912322,0.258459,1
4.6162478,0.2762355,1
4.3592377,0.211741,1
3.8022489,0.156088,0.0006618
4.356776,0.2084086,1
4.5562925,0.2480986,1
4.0095573,0.1909222,0.0084929
4.4489976,0.2388933,1
4.3633657,0.2076644,1
4.3426679,0.209816,1
3.9609725,0.1979762,0.0057421
3.6521125,0.1247587,0.0002849
3.833386,0.1558749,0.0024459
4.2783608,0.1938243,1
4.542447,0.253721,1
4.1634171,0.226608,0.0130444
4.5875877,0.2740603,1
4.3980787,0.2196892,1
4.3277024,0.1907615,1
4.4503134,0.2553765,0.1604962
3.8547762,0.1577433,0.0024625
4.4983643,0.2477618,1
4.4354242,0.2291771,1
4.5363979,0.2613558,1
4.599876,0.2675948,1
4.3371843,0.2073998,1
3.7789846,0.1566736,0.0010193
4.0309814,0.1947139,0.0082728
4.3386002,0.2004133,1
4.4217117,0.2501271,0.1884201
4.3756908,0.2140051,1
4.4908536,0.2426975,1
4.3991851,0.2232504,1
4.61125,0.2752459,1
4.3417115,0.2042988,1
4.4918123,0.2482607,1
3.5232771,0.0796047,0.000102
4.6129895,0.2712261,1
4.6136254,0.2777499,1
3.8512343,0.1546041,0.003181
4.2425219,0.1806033,1
4.507126,0.2472062,1
4.3574584,0.2024134,1
3.8096646,0.1681936,0.0006808
4.3058418,0.1963307,1
4.320625,0.2031181,1
4.411511,0.2171854,1
4.3228325,0.2040644,1
4.4304161,0.2241164,1
3.5158237,0.0992848,0.0001356
4.4876469,0.2372274,1
4.1597611,0.2320422,0.011395
4.4367676,0.2292474,1
3.7254198,0.1533159,0.0003638
4.4774459,0.2400365,1
4.3781562,0.2155619,1
3.7103557,0.1410535,0.0006162
4.2716695,0.2314808,0.1126598
4.4006592,0.2261847,1
3.7605971,0.1468051,0.0006981
4.4988014,0.2530504,1
4.5373449,0.2634135,1
4.3292018,0.2258116,0.1139384
4.496369,0.2842688,0.1641068
4.574021,0.2599008,1
4.1976552,0.2361186,0.0152573
4.2894602,0.1876433,1
3.4997605,0.0800961,0.0000753
4.4278657,0.222536,1
3.8951838,0.177175,0.0012772
4.7468099,0.3153055,1
3.5846303,0.1057059,0.0001915
4.4291115,0.2338216,1
4.3736799,0.222906,1
4.2914821,0.1914148,1
4.5935662,0.2711786,1
4.2098597,0.1717579,1
4.5274293,0.2510685,1
4.5133458,0.2520367,1
3.7390124,0.1503952,0.0006081
4.3032072,0.1939663,1
4.5682498,0.2732605,1
3.6663653,0.1223875,0.0003384
4.5500936,0.2563751,1
3.570801,0.1087868,0.0001786
4.4668937,0.2424157,1
4.4028335,0.2261774,1
3.9484336,0.1762677,0.002795
4.5104077,0.2399006,1
4.3987342,0.2245589,1
4.6371197,0.2804109,1
4.3613779,0.2085005,1
4.5759679,0.2715389,1
4.5986821,0.2704715,1
4.2898473,0.1915831,1
3.5379867,0.0948108,0.0001361
4.4259761,0.2264012,1
4.5625191,0.2616114,1
4.4725954,0.2425663,1
4.4498538,0.2307192,1
3.6028625,0.1227028,0.0002569
4.4090025,0.2232596,1
4.4029548,0.2150719,1
4.3312684,0.2065401,1
4.5950603,0.2614917,1
4.2599543,0.1872885,1
4.0795787,0.2029488,0.0149697
4.3859953,0.2187504,1
3.6854819,0.1410026,0.0002901
4.4843704,0.2387766,1
3.8029447,0.1575432,0.000537
4.4307967,0.2288337,1
4.3847079,0.2179035,1
4.4823045,0.2445789,1
3.6407873,0.1226751,0.000284
3.7471245,0.1580562,0.0007186
3.6807666,0.136835,0.000522
4.5122314,0.261155,1
4.4292241,0.2283764,1
3.5450748,0.0894056,0.000087
4.5986116,0.2711671,1
3.6457922,0.1289777,0.0002563
4.4719504,0.2360712,1
4.3295227,0.2096776,1
4.1473807,0.2228487,0.0130557
4.5399639,0.2530541,1
4.3575013,0.2082634,1
4.1522695,0.1564667,1
4.0337554,0.1795951,0.0237551
3.6207911,0.1200585,0.000176
4.3743187,0.2150876,1
4.3115807,0.2003305,1
3.576335,0.1101811,0.0001241
3.7866293,0.1798341,0.0010615
4.4536312,0.2320089,1
3.7369164,0.1496806,0.0007562
3.4764981,0.0707321,0.000084
4.6027578,0.2659556,1
3.5624526,0.0867778,0.0000777
4.3891877,0.2310684,0.3893948
3.648032,0.1341574,0.0002323
4.3885848,0.2108718,1
4.4729871,0.2466972,1
3.6728487,0.1392643,0.0002678
3.8384018,0.1646306,0.0019284
4.4600892,0.2430935,1
