BootID,location,scale
328,3.991756,0.52303
329,4.210591,0.462383
330,4.085569,0.30469
331,4.124669,0.571177
332,4.145613,0.409122
333,4.082479,0.298594
334,4.213676,0.399765
335,4.080683,0.391573
336,4.04786,0.454241
337,4.188816,0.550423
338,4.042895,0.419025
339,4.201385,0.554665
340,4.088732,0.37885
341,3.813618,0.574193
342,4.068227,0.389035
343,4.027093,0.38876
344,4.164626,0.496596
345,4.110168,0.491008
346,4.182306,0.472077
347,4.305723,0.471532
348,4.170154,0.387581
349,4.096981,0.356819
350,3.837777,0.421627
351,4.13917,0.514253
352,4.067073,0.337943
353,3.962677,0.615743
354,4.150907,0.601195
355,3.852637,0.540666
356,4.121103,0.3238
357,4.243997,0.421998
358,4.105518,0.574616
359,4.211106,0.365215
360,4.082672,0.409349
361,4.073973,0.488191
362,4.192761,0.48887
363,4.075913,0.413036
364,4.031154,0.400943
365,3.969409,0.360166
366,4.00349,0.432179
367,4.283745,0.524547
368,4.10514,0.41099
369,4.183372,0.420584
370,4.288963,0.476652
371,4.310891,0.814916
372,4.106263,0.393998
373,4.000676,0.59814
374,3.965936,0.448821
375,4.169342,0.564848
376,4.0524,0.373168
377,4.212435,0.736489
378,4.069211,0.443527
379,4.008914,0.414082
380,4.123767,0.364237
381,4.217992,0.470177
382,4.01916,0.464531
383,4.15448,0.38287
384,3.967719,0.37995
385,3.973508,0.492045
386,4.135264,0.408624
387,4.033064,0.558899
388,4.035247,0.332283
389,4.283975,0.466673
390,4.267212,0.357171
391,3.949784,0.389753
392,3.992326,0.435501
393,4.059358,0.489852
394,4.032755,0.428402
395,4.067215,0.363748
396,4.073086,0.424336
397,4.083339,0.639553
398,4.119636,0.487197
399,4.171594,0.44611
400,4.057545,0.413295
401,4.222492,0.612668
402,4.132412,0.442183
403,4.320348,0.579837
404,3.938772,0.431697
405,3.997263,0.508303
406,4.214662,0.3693
407,4.109165,0.383678
408,4.236136,0.573878
409,4.121007,0.599198
410,4.025745,0.380044
411,4.111347,0.485445
412,4.340326,0.441255
413,3.914913,0.617798
414,4.066682,0.496878
415,4.147931,0.479042
416,3.825655,0.440391
417,3.995762,0.392157
418,4.073502,0.393379
419,4.093111,0.595942
420,4.190453,0.282448
421,4.108315,0.462785
422,4.264666,0.523958
423,4.190795,0.578411
424,4.001845,0.33961
425,4.006326,0.284225
426,4.312638,0.688385
427,4.145676,0.419175
428,4.053508,0.359406
429,4.098565,0.420303
430,4.218593,0.523461
431,4.073421,0.373287
432,3.954879,0.490098
433,4.201763,0.483792
434,3.982917,0.546544
435,4.142487,0.5057
436,4.11338,0.475251
437,4.119426,0.508238
438,3.979258,0.413835
439,3.937316,0.419559
440,4.156091,0.569123
441,4.236937,0.456339
442,3.989934,0.423849
443,4.043234,0.33502
444,4.029613,0.586976
445,4.083059,0.422962
446,4.22642,0.439015
447,4.046815,0.4899
448,4.118534,0.437832
449,4.235816,0.37463
450,4.129626,0.583887
451,4.098664,0.661721
452,4.143854,0.655504
453,4.201541,0.357478
454,4.039636,0.372301
455,4.117785,0.45513
456,3.936162,0.458663
457,4.137854,0.499823
458,3.9921,0.478727
459,4.145244,0.537865
460,4.152107,0.336798
461,4.057608,0.432193
462,4.131504,0.416092
463,4.257725,0.412743
464,3.936463,0.632709
465,3.939549,0.493314
466,4.226603,0.446211
467,4.092609,0.560612
468,4.008951,0.531604
469,4.057947,0.307586
470,4.264655,0.564607
471,4.09792,0.44943
472,4.116113,0.443952
473,4.108494,0.477363
474,4.074961,0.456541
475,3.920126,0.603553
476,4.124763,0.365291
477,4.096694,0.4258
478,4.175225,0.571883
479,4.15286,0.393976
480,4.17803,0.53447
481,4.18846,0.459196
482,3.932932,0.354984
483,4.096708,0.434877
484,4.080119,0.445093
485,4.019904,0.350579
486,4.073977,0.37878
487,3.858511,0.530093
488,4.023496,0.315704
489,4.317299,0.427356
490,4.020014,0.36534
491,4.117751,0.496589
492,4.150427,0.548984
493,4.153568,0.387809
494,3.96342,0.345273
495,4.061661,0.432272
496,4.182981,0.338922
497,4.299599,0.41886
498,4.050508,0.561886
499,4.130051,0.589257
500,4.163018,0.311294
501,4.02153,0.396235
502,4.191378,0.271702
503,4.0012,0.477838
504,3.97536,0.45682
505,4.156387,0.449936
506,4.257239,0.426585
507,4.194136,0.522691
508,3.937646,0.472528
509,4.153561,0.574609
510,4.154937,0.369646
511,3.966382,0.409183
512,4.112179,0.603684
513,4.1456,0.658445
514,4.104762,0.442242
515,4.004113,0.412669
516,3.916315,0.437828
517,4.040075,0.365933
518,3.964725,0.58757
519,3.998988,0.461596
520,4.270467,0.536585
521,4.225999,0.628853
522,3.948096,0.527131
523,4.068687,0.474913
524,3.950693,0.567571
525,4.099375,0.330892
526,4.307284,0.414837
527,4.11965,0.647364
528,4.185351,0.38296
529,4.116007,0.3759
530,4.061227,0.429616
531,4.086696,0.564626
532,4.069279,0.427852
533,4.137039,0.399589
534,3.970648,0.369117
535,4.125713,0.605303
536,4.07239,0.627478
537,4.026364,0.547581
538,4.063942,0.417817
539,4.174204,0.465164
540,4.117501,0.369409
541,4.359774,0.506697
542,4.25829,0.621257
543,4.288923,0.563494
544,4.135694,0.563794
545,4.09707,0.554584
546,4.008876,0.449808
547,4.082756,0.37225
548,4.072844,0.277383
549,4.104594,0.45419
550,4.098442,0.522038
551,4.06405,0.375444
552,4.243784,0.594541
553,4.177984,0.492989
554,3.974935,0.450071
555,4.179681,0.578994
556,4.13005,0.475408
557,4.078852,0.39113
558,4.03824,0.35592
559,4.003663,0.410291
560,4.154412,0.305424
561,4.271875,0.426369
562,4.084959,0.421656
563,3.953524,0.445949
564,4.058282,0.420534
565,4.003073,0.60462
566,4.126421,0.749001
567,3.878944,0.541082
568,4.033454,0.429453
569,4.004261,0.629925
570,4.127046,0.365908
571,4.165475,0.461526
572,4.145835,0.587631
573,4.132787,0.363443
574,4.196077,0.4288
575,4.158238,0.460244
576,4.246563,0.404547
577,3.918919,0.65515
578,4.12659,0.390245
579,4.007051,0.558962
580,4.011211,0.434693
581,4.171033,0.415527
582,4.268163,0.39322
583,3.870162,0.59021
584,4.035336,0.682453
585,4.098725,0.395504
586,4.063765,0.5256
587,4.106671,0.551064
588,4.02096,0.408014
589,4.096867,0.398442
590,4.104387,0.472699
591,3.946478,0.354608
592,3.917493,0.66352
593,4.050379,0.404181
594,4.247327,0.567174
595,4.030244,0.508515
596,3.970474,0.369771
597,4.179373,0.377103
598,3.971383,0.494528
599,4.183257,0.435227
600,4.223737,0.442891
601,4.084831,0.469222
602,4.211983,0.341171
603,4.032773,0.465723
604,4.11649,0.433407
605,4.055306,0.377827
606,4.219175,0.463803
607,4.183613,0.616165
608,4.063947,0.418518
609,4.185073,0.340988
610,4.055692,0.479457
611,4.035117,0.436454
612,4.167407,0.538322
613,4.176127,0.494545
614,4.257163,0.439002
615,4.066766,0.712243
616,4.204301,0.429317
617,3.947145,0.340264
618,3.785134,0.424614
619,4.088511,0.39195
620,4.165577,0.553251
621,4.115146,0.453132
622,4.177047,0.51059
623,4.106586,0.510824
624,4.122256,0.51033
625,4.204226,0.569073
626,4.058572,0.449258
627,4.170172,0.26621
628,4.096022,0.480485
629,4.284589,0.544913
630,4.060153,0.544084
631,4.003322,0.511821
632,4.094008,0.494371
633,4.237671,0.414356
634,3.9902,0.31461
635,4.141739,0.474508
636,4.06075,0.597892
637,4.202238,0.502849
638,4.037886,0.43009
639,4.111631,0.434682
640,4.070414,0.396487
641,4.060328,0.463918
642,4.06325,0.587074
643,4.15592,0.413514
644,4.08396,0.666835
645,4.18471,0.499577
646,4.129027,0.597246
647,4.021564,0.555014
648,4.07587,0.383504
649,4.088424,0.482448
650,4.263691,0.620517
651,4.089868,0.417828
652,4.17029,0.372546
653,4.309275,0.551016
654,4.136921,0.473859
655,4.195026,0.566627
656,4.216961,0.389853
657,4.078966,0.517271
658,4.087294,0.491893
659,4.193386,0.465317
660,4.01089,0.45309
661,4.028956,0.34038
662,4.095533,0.514357
663,4.20018,0.322219
664,4.124121,0.327874
665,4.057662,0.34697
666,4.154514,0.387003
667,4.113807,0.514394
668,4.076862,0.352353
669,4.174633,0.426083
670,4.155414,0.445488
671,3.977929,0.295827
672,4.054533,0.330566
673,4.125259,0.354649
674,4.204266,0.566286
675,3.940591,0.428383
676,3.94969,0.50729
677,4.04931,0.401551
678,4.008642,0.423494
679,4.120817,0.424296
680,3.950523,0.457903
681,4.049048,0.470285
682,4.102517,0.442434
683,4.215191,0.414702
684,4.00592,0.435477
685,4.131909,0.425169
686,4.08369,0.327705
687,4.230197,0.456343
688,4.132756,0.435349
689,4.089234,0.361995
690,4.001848,0.551425
691,4.03858,0.51301
692,4.171283,0.717404
693,4.043269,0.459443
694,4.110182,0.384938
695,4.117246,0.691368
696,4.07229,0.376585
697,4.148146,0.531143
698,3.99632,0.427747
699,4.007314,0.346561
700,3.983847,0.517216
701,4.207878,0.411031
702,4.103765,0.320616
703,4.050086,0.622068
704,4.085684,0.419938
705,4.093517,0.527927
706,4.146389,0.584526
707,4.065953,0.695403
708,4.178274,0.511729
709,4.199992,0.580744
710,4.30659,0.364348
711,4.191565,0.594562
712,3.936046,0.421561
713,3.99683,0.476416
714,4.188058,0.361674
715,4.0987,0.602214
716,4.168486,0.632462
717,4.154911,0.425152
718,4.129217,0.531773
719,3.924486,0.451322
720,4.023095,0.500789
721,4.138245,0.43691
722,3.954757,0.318096
723,4.092173,0.527351
724,3.929834,0.452717
725,4.08223,0.472644
726,4.114783,0.369708
727,3.953127,0.508492
728,4.296213,0.400764
729,4.093706,0.43997
730,4.120504,0.441967
731,4.129077,0.51074
732,4.142219,0.358232
733,4.069621,0.686159
734,4.080243,0.468101
735,4.065816,0.40708
736,3.895626,0.429146
737,3.961974,0.548984
738,4.137248,0.350675
739,3.943262,0.354681
740,4.169162,0.351264
741,4.212755,0.490988
742,4.193869,0.368117
743,4.079825,0.605179
744,4.072007,0.53508
745,4.15081,0.448706
746,4.13204,0.498671
747,4.02606,0.693321
748,4.033076,0.411056
749,4.194628,0.31063
750,4.156609,0.331058
751,4.089652,0.472824
752,4.312532,0.483758
753,4.167616,0.45098
754,4.192017,0.614518
755,4.007965,0.38011
756,4.085539,0.547758
757,4.173765,0.44791
758,4.111559,0.390062
759,4.10924,0.234592
760,4.26134,0.326328
761,4.149475,0.441612
762,4.08299,0.430256
763,3.885557,0.432617
764,3.975058,0.433003
765,4.092625,0.526531
766,4.054776,0.302156
767,4.087323,0.619716
768,3.933134,0.4669
769,3.918837,0.425952
770,4.194416,0.469599
771,4.029589,0.541962
772,4.040388,0.326022
773,3.896597,0.373806
774,3.930206,0.490805
775,3.911077,0.637541
776,4.110953,0.368743
777,3.988126,0.372489
778,4.177194,0.511228
779,4.180737,0.540692
780,4.006149,0.507256
781,4.167448,0.487916
782,3.802873,0.600507
783,4.082486,0.415544
784,4.000877,0.501176
785,4.11405,0.57709
786,4.147026,0.447694
787,4.260986,0.442563
788,4.21686,0.497694
789,4.127724,0.354471
790,4.201511,0.428799
791,4.087203,0.450777
792,4.255348,0.570387
793,4.095412,0.530435
794,4.231676,0.434646
795,4.048535,0.503538
796,4.291325,0.528329
797,3.987614,0.490174
798,4.138152,0.385828
799,4.152915,0.427078
800,4.074761,0.347108
801,4.053085,0.470833
802,4.032315,0.382923
803,4.144866,0.574233
804,4.093733,0.360074
805,4.184449,0.514611
806,4.063887,0.336921
807,4.148211,0.489711
808,4.118301,0.428719
809,4.060549,0.488081
810,4.239301,0.498064
811,4.334183,0.611918
812,4.131999,0.627523
813,4.069863,0.498725
814,4.075754,0.338183
815,4.17399,0.555748
816,3.964128,0.390054
817,4.112055,0.506251
818,4.176034,0.603484
819,4.072296,0.341854
820,4.22933,0.369616
821,3.995559,0.454914
822,4.038518,0.382492
823,4.235229,0.464187
824,3.949042,0.488215
825,3.991231,0.533434
826,4.021757,0.448028
827,3.943928,0.491775
828,4.096925,0.644256
829,4.074637,0.573917
830,4.077971,0.718686
831,3.862329,0.549752
832,4.083313,0.525973
833,4.059831,0.512687
834,4.04956,0.519534
835,4.118249,0.371665
836,4.361118,0.508194
837,4.10616,0.505539
838,4.04019,0.424511
839,3.874397,0.753178
840,4.129966,0.399517
841,4.161712,0.617464
842,4.054871,0.311406
843,4.050281,0.393224
844,4.062669,0.409235
845,4.0618,0.552154
846,4.17131,0.417087
847,4.172349,0.319998
848,4.113702,0.358644
849,4.024501,0.437418
850,4.00108,0.551864
851,3.872387,0.591418
852,4.004448,0.420618
853,4.022947,0.430081
854,4.023846,0.475679
855,4.074275,0.463788
856,4.202075,0.540239
857,3.9963,0.447306
858,4.07829,0.409162
859,4.173808,0.463846
860,4.469269,0.771836
861,4.120542,0.461027
862,4.166803,0.345639
863,4.116044,0.337176
864,4.378481,0.619738
865,3.974607,0.555552
866,4.000857,0.494216
867,3.999113,0.34377
868,4.073497,0.364174
869,4.113038,0.313895
870,4.221583,0.389683
871,4.083244,0.444904
872,3.982854,0.352779
873,4.200042,0.599766
874,4.195424,0.514493
875,3.91065,0.634446
876,4.229786,0.575347
877,4.091978,0.420877
878,4.114283,0.439479
879,4.244823,0.366986
880,4.034595,0.323331
881,3.968621,0.470934
882,4.084055,0.290372
883,4.144288,0.409586
884,3.988993,0.472961
885,4.025104,0.411939
886,4.118538,0.344435
887,4.156917,0.528302
888,4.282231,0.406595
889,4.051847,0.418147
890,4.196552,0.364615
891,4.166749,0.505804
892,4.000326,0.670106
893,4.156725,0.240831
894,4.076859,0.587442
895,4.142929,0.387506
896,4.045786,0.27312
897,4.29225,0.53495
898,4.06783,0.519333
899,4.008663,0.418921
900,3.910329,0.402384
901,4.111716,0.521949
902,3.98459,0.508357
903,4.078175,0.57033
904,4.118665,0.454828
905,3.933714,0.72492
906,4.127029,0.300121
907,4.123557,0.441229
908,4.094065,0.421
909,4.316812,0.441206
910,4.181533,0.476094
911,4.066554,0.409198
912,4.038936,0.389786
913,4.164416,0.413346
914,3.926741,0.40335
915,4.046308,0.349831
916,4.011005,0.453718
917,4.235877,0.548463
918,3.974522,0.37463
919,4.177115,0.617783
920,4.098316,0.363137
921,4.038242,0.372813
922,3.983859,0.529753
923,4.243672,0.571108
924,4.000127,0.33625
925,4.091423,0.49853
926,4.347858,0.690478
927,4.128727,0.347395
928,3.950414,0.352548
929,4.097097,0.326413
930,3.998115,0.350715
931,4.140345,0.387301
932,3.942293,0.459604
933,4.141711,0.362741
934,4.052998,0.331432
935,4.046571,0.402443
936,4.109435,0.480565
937,4.190338,0.547106
938,4.082871,0.460511
939,4.159558,0.4015
940,4.071878,0.645511
941,4.169734,0.370512
942,4.047369,0.51446
943,4.111762,0.412678
944,3.946236,0.356861
945,4.160816,0.658596
946,4.034871,0.599634
947,4.215094,0.398138
948,4.000965,0.539256
949,4.00244,0.339661
950,4.079839,0.361006
951,3.972675,0.338923
952,4.205062,0.471374
953,4.164905,0.470079
954,4.13093,0.56668
955,4.096975,0.419592
956,4.117336,0.433618
957,4.334638,0.773163
958,4.18143,0.347074
959,4.029123,0.504598
960,4.130487,0.535188
961,4.219929,0.630665
962,4.032026,0.320428
963,4.034847,0.343808
964,4.182966,0.465925
965,3.924432,0.34599
966,4.267709,0.494029
967,4.213971,0.450542
968,4.108967,0.472422
969,4.132874,0.487553
970,4.155782,0.360504
971,3.992377,0.560763
972,4.214333,0.317574
973,4.278808,0.696525
974,4.024264,0.509445
975,4.008723,0.542686
976,3.940585,0.435259
977,3.984848,0.526837
978,4.114819,0.723324
979,3.943351,0.569608
980,4.145156,0.473669
981,4.223341,0.427473
982,4.105653,0.421572
983,4.104814,0.340236
984,3.947722,0.607992
985,4.145087,0.574042
986,4.046935,0.524068
987,4.198094,0.529157
988,4.130324,0.403018
989,4.223471,0.52143
990,4.024022,0.411318
991,4.065728,0.4086
992,4.195983,0.658339
993,4.2097,0.424709
994,3.804039,0.661445
995,4.164505,0.418995
996,4.051544,0.627893
997,4.132867,0.460949
998,3.927814,0.534041
999,4.006435,0.615026
1000,4.010926,0.522434
1001,4.046848,0.360133
1002,4.072462,0.475444
1003,4.200996,0.554446
1004,4.124223,0.635443
1005,4.06482,0.432148
1006,4.117886,0.360193
1007,4.162313,0.414555
1008,4.024934,0.417513
1009,4.083546,0.363574
1010,4.042189,0.444312
1011,4.172754,0.5193
1012,3.982314,0.434558
1013,3.984892,0.465618
1014,4.003191,0.384227
1015,3.930683,0.461407
1016,4.223521,0.481754
1017,4.029972,0.602316
1018,4.086841,0.444841
1019,4.119134,0.477963
1020,3.943949,0.564389
1021,4.121777,0.318772
1022,4.32554,0.4745
1023,4.279003,0.615273
1024,4.058796,0.396613
1025,4.013255,0.531639
1026,4.130866,0.462913
1027,4.413383,0.916598
1028,4.165286,0.359457
1029,4.002895,0.604603
1030,4.128399,0.562823
1031,3.950096,0.506315
1032,4.087453,0.327252
1033,3.986052,0.438115
1034,4.236251,0.3453
1035,4.202568,0.504867
1036,4.122319,0.377515
1037,4.124444,0.362173
1038,4.150426,0.551454
1039,4.184865,0.299301
1040,4.195497,0.439575
1041,4.037843,0.445165
1042,4.125767,0.552116
1043,4.142425,0.535254
1044,4.142547,0.59798
1045,3.994357,0.550697
1046,4.027626,0.388526
1047,4.030352,0.506308
1048,4.141562,0.376206
1049,4.051673,0.347289
1050,4.135857,0.347099
1051,3.99223,0.422351
1052,4.047345,0.425734
1053,4.212099,0.651093
1054,4.056302,0.410921
1055,4.216828,0.501128
1056,4.185953,0.528746
1057,4.233566,0.515435
1058,4.102373,0.505339
1059,4.124813,0.393428
1060,3.931853,0.422176
1061,4.210382,0.461445
1062,4.041535,0.518892
1063,4.23176,0.390445
1064,4.019828,0.381004
1065,4.157075,0.370186
1066,4.18854,0.570543
1067,4.014737,0.503462
1068,4.193084,0.384022
1069,4.054239,0.657946
1070,3.971181,0.508621
1071,4.065608,0.346783
1072,4.293632,0.664092
1073,4.126014,0.39444
1074,4.064566,0.249556
1075,4.077962,0.51909
1076,4.012804,0.599959
1077,4.110546,0.573028
1078,4.027875,0.602794
1079,4.022937,0.513677
1080,4.165318,0.363053
1081,4.102245,0.353241
1082,4.091474,0.390696
1083,4.187656,0.446762
1084,4.006297,0.233798
1085,4.245097,0.39169
1086,4.050448,0.289869
1087,4.17764,0.410719
1088,4.148279,0.764359
1089,4.02351,0.440697
1090,3.872843,0.526469
1091,4.277377,0.599766
1092,4.048936,0.393029
1093,3.979162,0.492869
1094,4.153619,0.465896
1095,4.020456,0.62824
1096,4.177288,0.508094
1097,4.293921,0.606303
1098,4.173676,0.448924
1099,3.969682,0.389199
1100,4.009477,0.541373
1101,3.950854,0.538022
1102,4.439305,0.654992
1103,4.071003,0.379489
1104,3.948351,0.414208
1105,4.008025,0.614977
1106,4.042592,0.412394
1107,3.998741,0.344879
1108,4.145574,0.369028
1109,4.083993,0.337419
1110,4.025434,0.389239
1111,4.224909,0.692219
1112,4.078063,0.457925
1113,3.945903,0.383512
1114,4.057115,0.367025
1115,4.195925,0.359979
1116,4.195924,0.502295
1117,4.054777,0.404185
1118,3.979635,0.516449
1119,4.069621,0.506499
1120,3.790899,0.550373
1121,4.073335,0.262358
1122,3.883283,0.468819
1123,4.124369,0.342126
1124,4.049842,0.407538
1125,4.139476,0.616433
1126,4.049969,0.322926
1127,3.980621,0.576765
1128,4.265205,0.38794
1129,4.126426,0.389598
1130,4.07363,0.331188
1131,4.074242,0.367556
1132,4.045749,0.417822
1133,4.03963,0.360672
1134,4.242648,0.547536
1135,4.224598,0.378514
1136,4.256676,0.417083
1137,4.164843,0.524004
1138,4.266979,0.312449
1139,4.038529,0.425237
1140,4.047088,0.525077
1141,4.272923,0.937624
1142,4.222125,0.431627
1143,3.995933,0.507985
1144,4.269282,0.471581
1145,4.036186,0.572542
1146,4.13377,0.47392
1147,3.984041,0.43919
1148,4.123609,0.385709
1149,3.979064,0.531399
1150,4.123837,0.476357
1151,4.254439,0.444634
