location,scale,p
3.5874983,0.1519209,0.0000125
3.5589055,0.1254167,0.0000104
3.48918,0.1151658,0.0000108
3.6126286,0.1540316,0.0000139
3.5658067,0.2026842,0.000013
3.6045165,0.1927465,0.0000106
3.5750742,0.1617054,0.0000114
3.5851466,0.1763542,0.0000142
3.6149572,0.1857114,0.0000159
3.6346453,0.199187,0.0000176
3.5578735,0.1448784,0.0000175
3.585689,0.160858,0.000012
3.5825536,0.1359875,0.000016
3.5225833,0.1105872,0.0000161
3.5596798,0.1476811,0.0000132
3.5824757,0.1710376,0.0000166
3.5815869,0.1659733,0.0000138
3.6492176,0.2151253,0.0000201
3.6113398,0.1613253,0.0000088
3.5849172,0.1398572,0.0000151
3.5594274,0.1561462,0.0000127
3.5692805,0.1511975,0.0000181
3.6391912,0.2233014,0.0000109
3.6481848,0.1851084,0.0000232
3.5792111,0.1480761,0.0000108
3.6289836,0.1838485,0.000013
3.4997784,0.1301445,0.0000122
3.5356751,0.1366276,0.0000149
3.5594324,0.1821084,0.0000096
3.5572813,0.1463843,0.0000155
3.5942651,0.1633401,0.000018
3.5382494,0.1692381,0.0000096
3.5559172,0.1062212,0.0000082
3.5932687,0.170784,0.0000149
3.5802672,0.1444175,0.0000127
3.5698323,0.1783235,0.0000138
3.7330368,0.2399506,0.0000199
3.5401619,0.1493156,0.0000144
3.5534843,0.1321212,0.0000153
3.4931768,0.1140679,0.000008
3.583711,0.1340768,0.0000118
3.5966482,0.16045,0.0000186
3.5741134,0.1512244,0.0000167
3.6571668,0.1793169,0.0000117
3.6210732,0.1690117,0.0000125
3.6073443,0.1940367,0.0000079
3.5235507,0.1151112,0.0000096
3.5536104,0.108553,0.0000132
3.5375696,0.1328049,0.0000103
3.5389182,0.1311295,0.0000097
3.6260063,0.2040426,0.000014
3.5479448,0.1554835,0.000012
3.5328811,0.1506717,0.0000076
3.5165042,0.1768804,0.0000113
3.5330599,0.1535358,0.0000097
3.6035516,0.1799194,0.0000189
3.6561841,0.2149874,0.000014
3.5397918,0.131454,0.0000159
3.5554537,0.1732709,0.0000146
3.5100257,0.1134219,0.0000116
3.5555764,0.1780552,0.0000067
3.5820678,0.1590086,0.0000143
3.6307932,0.1828685,0.0000174
3.5141619,0.1045274,0.0000107
3.5647131,0.1334363,0.0000121
3.8503711,0.2901223,0.0000248
3.5946877,0.137599,0.0000135
3.5532538,0.1605521,0.0000113
3.6281632,0.1782275,0.0000126
3.6146746,0.1736483,0.0000105
3.6005582,0.1698224,0.0000161
3.5513655,0.1562464,0.0000131
3.541898,0.1480574,0.000017
3.633195,0.1724555,0.0000124
3.6500467,0.1984359,0.0000188
3.5685215,0.1652219,0.0000154
3.6322022,0.2104361,0.0000134
3.5508273,0.1498884,0.0000104
3.5774985,0.1584587,0.0000178
3.5420074,0.096929,0.0000123
3.5581227,0.1459322,0.000013
3.6927557,0.1736064,0.0000204
3.5836244,0.1660511,0.0000114
3.5821945,0.1610363,0.0000152
3.5207816,0.1018442,0.0000123
3.6845326,0.2125193,0.0000117
3.5817786,0.1713223,0.0000126
3.6145334,0.1834343,0.0000125
3.6068171,0.1424818,0.000009
3.6470291,0.2356389,0.000012
3.6199375,0.2065107,0.0000111
3.5704183,0.1312429,0.0000111
3.5469404,0.1154953,0.0000162
3.5955933,0.1630793,0.000015
3.5093885,0.1298584,0.0000147
3.6430935,0.2159709,0.0000151
3.6386891,0.1806159,0.0000138
3.5265611,0.1395506,0.0000128
3.6016131,0.1551192,0.0000143
3.5836647,0.1639375,0.0000132
3.5793634,0.170848,0.0000093
3.5864666,0.119389,0.0000114
3.5872132,0.1522934,0.0000107
3.7187134,0.219103,0.0000241
3.6101315,0.1888519,0.0000182
3.7118153,0.2062837,0.0000174
3.5266668,0.1254923,0.000017
3.6076148,0.1550524,0.0000135
3.6578083,0.207681,0.0000102
3.5861964,0.1352318,0.0000129
3.5514751,0.119736,0.0000116
3.6581188,0.1652734,0.0000124
3.5462746,0.1557807,0.0000144
3.56261,0.1540354,0.0000146
3.6745784,0.2111101,0.0000178
3.6038688,0.194423,0.0000136
3.5532145,0.1463243,0.000013
3.631238,0.1587021,0.0000138
3.503057,0.100862,0.0000124
3.6052663,0.1547239,0.0000102
3.5670918,0.133717,0.0000154
3.5114339,0.136747,0.0000122
3.6097321,0.186432,0.0000123
3.6280921,0.1672205,0.0000128
3.5136737,0.1441212,0.0000151
3.5650246,0.1322768,0.000012
3.5140464,0.1155973,0.0000153
3.6290353,0.1955909,0.0000165
3.620715,0.2031516,0.0000166
3.6511024,0.1734403,0.0000085
3.5768657,0.133186,0.0000117
3.6324705,0.1792606,0.0000168
3.658579,0.252444,0.0000166
3.6493755,0.1972443,0.000017
3.5631591,0.1845568,0.0000123
3.618498,0.1681984,0.0000153
3.5891981,0.201763,0.0000161
3.6303656,0.1625286,0.0000122
3.6001352,0.1532233,0.0000126
3.5411825,0.1283999,0.0000146
3.6849964,0.2131815,0.0000242
3.5705857,0.1318234,0.0000121
3.5369556,0.1256182,0.0000151
3.5755684,0.1561997,0.0000109
3.5999963,0.1790988,0.000011
3.5586177,0.1901785,0.0000215
3.6446008,0.2044225,0.000014
3.5253139,0.1345275,0.0000115
3.6167843,0.1705502,0.000011
3.6149481,0.2018493,0.0000181
3.6663459,0.2073643,0.0000191
3.6378522,0.1950906,0.000013
3.5397149,0.1647662,0.0000123
3.5370764,0.1318589,0.0000147
3.5622266,0.1443612,0.0000164
3.6484601,0.1684211,0.0000167
3.5593954,0.1669439,0.0000144
3.557807,0.1731513,0.0000184
3.5983208,0.1823198,0.0000125
3.5755949,0.130333,0.0000086
3.5139873,0.1292326,0.0000092
3.548991,0.1589895,0.0000118
3.594914,0.1603464,0.0000107
3.5991008,0.1484561,0.000016
3.6030307,0.1797784,0.0000231
3.5811674,0.1747956,0.0000094
3.6319423,0.2009551,0.000011
3.6847248,0.2262284,0.0000197
3.6827576,0.1906128,0.0000136
3.6301305,0.1601983,0.0000125
3.5679979,0.1536712,0.0000116
3.5717875,0.1503142,0.0000149
3.6133017,0.1680286,0.000015
3.5866126,0.1586992,0.0000122
3.5765359,0.1565355,0.0000224
3.5150617,0.100939,0.0000113
3.6035772,0.1679034,0.0000182
3.5388569,0.1104338,0.0000168
3.6153445,0.2066274,0.0000117
3.5518259,0.1374503,0.0000132
3.592853,0.1484786,0.0000144
3.6144048,0.1437103,0.0000192
3.5738116,0.1774046,0.0000153
3.572853,0.1572878,0.0000115
3.5281159,0.1029397,0.0000093
3.7823489,0.2452795,0.000029
3.5029184,0.1317692,0.0000123
3.5572435,0.1556738,0.000009
3.6406595,0.2005228,0.0000105
3.7442301,0.2380482,0.0000131
3.5716992,0.1678358,0.000012
3.5149062,0.1340299,0.0000088
3.6779028,0.2353695,0.0000149
3.5664297,0.1421213,0.0000158
3.5767456,0.1595032,0.0000151
3.5861992,0.1452541,0.000011
3.5482075,0.1511238,0.00001
3.6010184,0.1435966,0.0000135
3.6594762,0.2173372,0.0000235
3.5841794,0.1585902,0.00002
3.5412413,0.1514152,0.0000128
3.6108146,0.177997,0.0000116
3.5250299,0.1306153,0.0000116
3.5868063,0.1862703,0.0000129
3.5511417,0.1453564,0.0000136
3.5388032,0.1270539,0.0000113
3.703039,0.1996828,0.0000176
3.585236,0.1638837,0.0000126
3.6215929,0.2225682,0.0000086
3.6777277,0.1734937,0.0000155
3.6529752,0.21753,0.0000191
3.6106078,0.1393682,0.0000194
3.5493001,0.1309824,0.0000138
3.5542402,0.1339887,0.0000134
3.6675972,0.2002218,0.0000144
3.5137486,0.1232821,0.0000113
3.5674918,0.1444533,0.0000134
3.6403284,0.1814531,0.0000148
3.5813001,0.1481987,0.0000117
3.5365935,0.1540792,0.0000119
3.6376705,0.1988362,0.0000134
3.594138,0.2032178,0.0000132
3.566214,0.1532017,0.0000109
3.6395478,0.1765,0.0000134
3.5712111,0.1457648,0.0000115
3.6235883,0.1849441,0.000015
3.542323,0.1152911,0.0000186
3.6270316,0.1673578,0.0000126
3.5816644,0.169916,0.0000182
3.7177961,0.2725308,0.0000168
3.6245394,0.1981052,0.0000143
3.6189664,0.1740633,0.0000089
3.6715817,0.1874524,0.0000151
3.5834735,0.1604345,0.0000162
3.6406195,0.1740522,0.0000176
3.516678,0.1239241,0.0000097
3.6118595,0.1727504,0.0000163
3.5404008,0.1538908,0.0000139
3.6730573,0.1929811,0.0000111
3.5559611,0.1220514,0.0000116
3.6170006,0.1534221,0.0000162
3.6249048,0.2294458,0.0000078
3.6770185,0.1701712,0.0000195
3.5817823,0.1667563,0.0000147
3.5853912,0.1604065,0.0000118
3.6661656,0.1760525,0.0000161
3.4930786,0.093882,0.0000162
3.5526138,0.167536,0.000015
3.5073965,0.1172683,0.000009
3.6383947,0.1529921,0.0000186
3.5552089,0.1272277,0.0000069
3.7404642,0.2357927,0.0000228
3.6096187,0.198176,0.0000114
3.6388214,0.169186,0.0000153
3.5567104,0.1686019,0.0000095
3.5743187,0.1590707,0.0000131
3.7266106,0.238868,0.000014
3.540518,0.114451,0.0000112
3.5894172,0.122982,0.0000123
3.6060477,0.1969384,0.0000139
3.5544746,0.151337,0.0000082
3.5667268,0.1623465,0.0000154
3.6337181,0.1922067,0.0000169
3.5192536,0.1262163,0.000012
3.5241615,0.1077054,0.0000174
3.5971774,0.1640114,0.0000187
3.5420143,0.159416,0.0000107
3.574602,0.1722714,0.0000102
3.6148894,0.1791999,0.0000129
3.5037374,0.1385566,0.0000129
3.5443058,0.1470863,0.0000091
3.5952485,0.1978927,0.0000163
3.6188257,0.1673727,0.0000264
3.6592523,0.2079966,0.000009
3.6341758,0.2252646,0.0000133
3.5570338,0.14566,0.0000123
3.5271449,0.128623,0.0000126
3.6043832,0.129917,0.0000076
3.6063111,0.1768538,0.0000125
3.5979523,0.1676812,0.0000124
3.5918618,0.1725415,0.0000099
3.5562499,0.1442289,0.0000108
3.5260865,0.1371291,0.0000129
3.5857776,0.1691503,0.0000089
3.6218493,0.184684,0.0000156
3.576849,0.1851598,0.0000098
3.5625814,0.1737153,0.0000099
3.6304712,0.1763665,0.0000127
3.5549989,0.1239609,0.0000131
3.7190718,0.1974657,0.0000127
3.5420674,0.1197198,0.0000077
3.5528683,0.1430383,0.0000106
3.7294644,0.1869312,0.0000212
3.5794759,0.1734493,0.0000121
3.6116522,0.172761,0.0000099
3.5803636,0.1781009,0.0000186
3.7205745,0.1940073,0.0000126
3.5899628,0.1502548,0.0000108
3.5237672,0.1326981,0.0000112
3.6046077,0.1632567,0.0000164
3.5470736,0.1394264,0.000012
3.52371,0.0999977,0.0000128
3.557041,0.1317737,0.0000172
3.6214038,0.1612384,0.0000126
3.6000402,0.1433653,0.0000175
3.5745633,0.1424887,0.0000108
3.6215174,0.1436152,0.0000112
3.5697376,0.1653739,0.0000117
3.5688893,0.1768833,0.000013
3.6082215,0.1611693,0.0000112
3.5606828,0.1501253,0.0000192
3.6466221,0.1710291,0.0000194
3.7533726,0.2451016,0.0000121
3.6922206,0.1845726,0.000018
3.5692096,0.1168828,0.0000167
3.6566668,0.1805443,0.0000144
3.5711075,0.1492823,0.0000114
3.5894596,0.159435,0.0000137
3.6029588,0.1814018,0.0000109
3.5741262,0.1638547,0.0000119
3.5946846,0.2078309,0.0000138
3.5612112,0.1462389,0.0000161
3.6668652,0.186264,0.0000122
3.6239576,0.2082537,0.0000155
3.6068132,0.1958707,0.0000167
3.5794615,0.1921654,0.0000137
3.6119442,0.1514532,0.0000247
3.6063874,0.1829989,0.000016
3.5244208,0.1150622,0.0000112
3.6131774,0.1211402,0.0000138
3.5916002,0.1482141,0.0000124
3.5934057,0.1371337,0.0000163
3.6031703,0.2031794,0.0000113
3.7046192,0.1652201,0.0000171
3.611512,0.1537477,0.0000168
3.5336628,0.1526259,0.0000145
3.5242206,0.1003743,0.0000176
3.5784299,0.1632016,0.0000158
3.6159045,0.1220276,0.0000152
3.6087816,0.1383768,0.0000108
3.5727628,0.1680416,0.0000151
3.5828066,0.1397411,0.0000127
3.5085614,0.1285579,0.0000113
3.5556114,0.1287342,0.0000147
3.521942,0.1063497,0.0000137
3.5827097,0.1853517,0.0000108
3.6303949,0.164148,0.0000128
3.5487433,0.1617422,0.0000136
3.562191,0.1327165,0.0000157
3.5861442,0.1562109,0.0000173
3.66543,0.2222681,0.0000214
3.5709505,0.1717979,0.0000134
3.6376111,0.1607675,0.0000185
3.5514085,0.1807176,0.0000109
3.5248156,0.1050954,0.0000139
3.5158421,0.1505134,0.0000119
3.5767819,0.1789443,0.0000143
3.524505,0.1515068,0.0000127
3.6558503,0.1892073,0.0000142
3.5133379,0.1160843,0.0000135
3.5577514,0.1399849,0.0000132
3.636642,0.1872044,0.0000122
3.5846716,0.1123235,0.0000135
3.5741345,0.1647672,0.0000059
3.5789833,0.1784764,0.0000089
3.6032339,0.1767228,0.0000168
3.5753585,0.1464568,0.000011
3.5220785,0.1517483,0.0000117
3.6533339,0.1847027,0.0000098
3.5802898,0.1777777,0.0000177
3.5776141,0.1227364,0.0000156
3.6265005,0.1742436,0.000018
3.5159847,0.1483169,0.0000112
3.6117684,0.1652389,0.0000161
3.6251392,0.1929258,0.0000151
3.5540351,0.1687402,0.000019
3.6355721,0.1764496,0.000014
3.6501661,0.1952767,0.0000123
3.5542288,0.1352487,0.0000091
3.5656966,0.1215148,0.0000213
3.621688,0.1568908,0.0000113
3.595563,0.1724533,0.0000133
3.5469407,0.1778809,0.0000114
3.649577,0.1723108,0.0000123
3.6228792,0.1761199,0.0000092
3.50819,0.1311292,0.0000163
3.6079068,0.1678552,0.0000173
3.6726895,0.1975923,0.0000145
3.5915984,0.1769616,0.0000128
3.5871126,0.1436693,0.0000117
3.6328384,0.1633102,0.0000131
3.6312278,0.1982561,0.0000067
3.4641237,0.0988315,0.0000109
3.616708,0.1963413,0.0000167
3.5268342,0.1407312,0.0000144
3.6795764,0.2132245,0.0000226
3.5622786,0.1606303,0.0000143
3.635369,0.1822762,0.0000196
3.631558,0.2195964,0.0000207
3.6163926,0.1716831,0.0000189
3.7719395,0.2537195,0.0000138
3.6981835,0.2030242,0.0000162
3.6356603,0.2093774,0.0000106
3.5605489,0.1465901,0.0000095
3.6019329,0.1967144,0.0000189
3.5030155,0.1044332,0.0000135
3.6943442,0.23081,0.0000296
3.601558,0.191044,0.0000168
3.6625237,0.2236948,0.000014
3.6532538,0.2218815,0.0000108
3.5705421,0.1493473,0.0000175
3.5192802,0.1559347,0.0000106
3.6033809,0.1600046,0.0000169
3.5452917,0.1355932,0.0000126
3.5750772,0.1589562,0.0000174
3.5808983,0.1630589,0.0000124
3.5252336,0.1052678,0.0000141
3.5399788,0.1657581,0.0000148
3.5977884,0.1702943,0.0000198
3.5677226,0.1322459,0.0000081
3.5883129,0.165133,0.0000198
3.5599961,0.1265882,0.0000131
3.5238899,0.1188388,0.0000141
3.6328416,0.1671069,0.000013
3.6125099,0.2135985,0.000013
3.6462882,0.1929771,0.0000167
3.6802206,0.2431882,0.000018
3.5974189,0.1600456,0.0000141
3.5534025,0.1301378,0.0000134
3.6250901,0.2047371,0.0000161
3.5494714,0.1303549,0.0000135
3.6116983,0.1637753,0.0000192
3.5787302,0.1542965,0.0000145
3.5673522,0.1710901,0.0000191
3.6181077,0.1709071,0.0000169
3.541402,0.124615,0.0000111
3.5480884,0.1133377,0.0000117
3.6075308,0.1811767,0.0000086
3.5314751,0.146373,0.0000064
3.6280383,0.1758917,0.0000161
3.5454957,0.1335953,0.0000122
3.6210426,0.1705579,0.0000125
3.5466093,0.1457075,0.0000124
3.5093503,0.1126889,0.000011
3.6196658,0.1459183,0.0000136
3.8826279,0.296854,0.0000231
3.6211914,0.1661237,0.0000121
3.6242338,0.1824826,0.00001
3.5146463,0.1125614,0.0000161
3.5431893,0.1319166,0.0000123
3.6250844,0.128402,0.0000207
3.5342167,0.1271532,0.0000159
3.6737806,0.1401407,0.0000227
3.6363435,0.1648943,0.0000104
3.6941486,0.2364301,0.000021
3.5437358,0.1185073,0.000007
3.4989582,0.1353688,0.0000146
3.5411967,0.1335262,0.0000085
3.6535907,0.1884865,0.0000128
3.5516421,0.1495218,0.0000138
3.5579264,0.179576,0.0000141
3.6032769,0.1598699,0.0000107
3.548026,0.1375663,0.0000114
3.5752543,0.1235386,0.0000095
3.6086327,0.1773724,0.0000176
3.5038487,0.1517841,0.0000145
3.5137122,0.1045975,0.0000096
3.8351743,0.299606,0.0000331
3.5344807,0.120832,0.000013
3.6575311,0.186848,0.0000159
3.5766014,0.1726877,0.0000126
3.525031,0.1510832,0.0000097
3.5570215,0.1356906,0.0000108
3.5523066,0.1459176,0.0000197
3.6103934,0.1835635,0.0000163
3.5651931,0.1470219,0.0000083
3.5634727,0.1482154,0.0000176
3.5714522,0.1550709,0.0000128
3.599266,0.1856323,0.0000062
3.5544394,0.1516012,0.0000171
3.5786884,0.1423482,0.0000131
3.6309899,0.224668,0.0000121
3.5539464,0.1474398,0.0000124
3.5947747,0.1474631,0.0000147
3.6390247,0.222417,0.0000107
3.5242114,0.1388308,0.0000094
3.6018619,0.1700881,0.0000126
3.6007108,0.1765096,0.0000145
3.7742615,0.2623076,0.000015
3.546625,0.1536168,0.0000114
3.5594829,0.1123474,0.0000153
3.5527242,0.1285809,0.0000114
3.619413,0.1674802,0.0000115
3.5970806,0.1569127,0.000014
3.5515688,0.0978002,0.0000105
3.6491893,0.1973637,0.0000207
3.6330864,0.1492789,0.0000103
3.5521512,0.1280791,0.0000129
3.6439511,0.1971494,0.0000134
3.6189219,0.2202034,0.0000172
3.6038586,0.1720043,0.000011
3.5536015,0.1498782,0.0000157
3.7254288,0.2200041,0.000021
3.5779679,0.1820464,0.0000144
3.6068203,0.1676129,0.000016
3.6729081,0.1969811,0.0000205
3.5481537,0.1304177,0.0000128
3.5518092,0.1326187,0.0000166
3.5785437,0.1201103,0.0000135
3.5785285,0.1565888,0.0000118
3.6017981,0.174546,0.0000133
3.6015707,0.1459651,0.0000152
3.6348175,0.2065217,0.0000164
3.7064533,0.2526275,0.0000186
3.5753144,0.1506123,0.0000092
3.6580594,0.1993339,0.0000211
3.5461723,0.1396818,0.000018
3.5491519,0.1408145,0.0000089
3.6067227,0.1557122,0.0000121
3.588419,0.1519699,0.0000248
3.5900514,0.1695742,0.0000189
3.6476085,0.224153,0.0000125
3.5941006,0.1578012,0.0000114
3.5249981,0.1233111,0.0000119
3.5709548,0.1354933,0.0000128
3.5835357,0.1894065,0.0000111
3.5310669,0.1436313,0.0000144
3.5766885,0.1278916,0.0000099
3.5915972,0.1547578,0.0000154
3.6850855,0.2328971,0.0000116
3.6581912,0.206822,0.0000096
3.58116,0.1620033,0.0000164
3.5095831,0.1499104,0.0000138
3.5108408,0.15239,0.0000119
3.6535791,0.2285444,0.0000216
3.6221734,0.2126528,0.0000192
3.539151,0.1296981,0.0000151
3.560619,0.1683101,0.0000104
3.5809508,0.139243,0.0000181
3.5117077,0.1342427,0.0000163
3.7234337,0.2225409,0.0000244
3.5327124,0.138425,0.0000103
3.885812,0.3125773,0.0000144
3.6257102,0.1920802,0.0000146
3.725474,0.2458491,0.0000234
3.7281593,0.2494146,0.0000179
3.6189872,0.1909477,0.0000142
3.657167,0.2037657,0.0000154
3.5318763,0.129671,0.0000098
3.5395385,0.1432035,0.0000094
3.7132875,0.1952018,0.0000165
3.5741289,0.1318471,0.0000104
3.630969,0.1777193,0.0000189
3.5660567,0.1394047,0.0000113
3.6912833,0.2218045,0.0000157
3.5119666,0.1627032,0.000013
3.6275888,0.1313788,0.0000176
3.5517706,0.1282742,0.0000121
3.5746735,0.124244,0.0000203
3.5667549,0.1554934,0.0000191
3.5428843,0.1535891,0.0000158
3.5907663,0.1592034,0.0000128
3.6350152,0.1781353,0.0000173
3.5875744,0.1386305,0.0000132
3.5342516,0.0892976,0.0000071
3.5985546,0.1327619,0.0000143
3.5353134,0.1085794,0.0000151
3.6102571,0.1909342,0.0000165
3.6226718,0.2130333,0.0000117
3.5402902,0.1130412,0.0000109
3.5858378,0.1724127,0.0000124
3.6088339,0.1724407,0.0000171
3.6876545,0.2188245,0.0000161
3.5339703,0.1364592,0.0000086
3.5289848,0.1083626,0.000011
3.4934978,0.1160517,0.000011
3.6041393,0.1761867,0.0000127
3.5473882,0.1549928,0.0000136
3.5884161,0.1907442,0.0000142
3.5269876,0.1166674,0.000015
3.505939,0.1100956,0.0000101
3.752207,0.2403507,0.0000264
3.5556784,0.1453127,0.0000154
3.5134722,0.1161074,0.000012
3.6727488,0.1926886,0.0000141
3.551334,0.1368833,0.0000167
3.5252522,0.1328917,0.000011
3.5512437,0.1572063,0.0000074
3.5691247,0.1151168,0.000019
3.586915,0.183699,0.0000102
3.5332389,0.1384298,0.0000123
3.7349832,0.2225122,0.0000215
3.6102534,0.2149509,0.00002
3.5613351,0.1064787,0.000019
3.589987,0.1362028,0.0000145
3.5217138,0.1330788,0.0000133
3.6079011,0.1404499,0.0000171
3.5848436,0.12658,0.0000163
3.5322199,0.1229608,0.0000114
3.5461455,0.1003696,0.0000109
3.5221696,0.1207954,0.00001
3.6857089,0.1660703,0.0000142
3.5847076,0.1450083,0.000013
3.5424551,0.1422266,0.0000144
3.5733063,0.1692154,0.0000142
3.5777539,0.1116278,0.0000125
3.5655207,0.1558251,0.0000107
3.5488183,0.1647708,0.0000129
3.5765322,0.1463049,0.0000138
3.5906283,0.1483898,0.0000105
3.5981427,0.1519109,0.000012
3.5073132,0.1259082,0.0000162
3.5830828,0.1835288,0.0000134
3.5222754,0.1144323,0.0000134
3.5609113,0.1637962,0.0000144
3.5638875,0.1749587,0.0000141
3.5619861,0.1752912,0.0000092
3.5799933,0.1731663,0.0000114
3.7087893,0.2062302,0.0000096
3.6870044,0.1879025,0.0000129
3.5200543,0.1595718,0.0000097
3.5859764,0.1432826,0.000022
3.5621541,0.1477397,0.000013
3.6004652,0.177105,0.0000193
3.7130851,0.2251767,0.0000125
3.6471743,0.1924405,0.0000101
3.5533488,0.1358781,0.000018
3.5910014,0.1625883,0.0000132
3.6731927,0.2040975,0.0000151
3.5895379,0.1676127,0.0000083
3.5634903,0.1896335,0.0000175
3.5309151,0.1291335,0.0000125
3.5098562,0.1389154,0.0000206
3.6505931,0.1775491,0.0000136
3.7327164,0.2501679,0.0000169
3.5983027,0.1652341,0.0000185
3.5859234,0.1745772,0.0000086
3.6313793,0.1907573,0.0000129
3.5501507,0.1253316,0.0000057
3.5324417,0.1142254,0.0000144
3.594135,0.1872093,0.0000152
3.7751919,0.245252,0.0000163
3.5737349,0.1109012,0.0000122
