BootID,location,scale
295,8.936,0.439
296,10.022,0.652
297,8.44,0.26
298,9.172,0.42
299,10.751,0.625
300,9.238,0.519
301,8.933,0.449
302,10.085,0.631
303,9.438,0.562
304,8.581,0.293
305,8.975,0.448
306,10.191,0.643
307,10.626,0.701
308,10.023,0.632
309,9.52,0.543
310,9.011,0.383
311,9.434,0.553
312,9.879,0.598
313,9.565,0.576
314,8.185,0.255
315,10.468,0.644
316,7.907,0.202
317,9.754,0.554
318,10.463,0.72
319,8.856,0.341
320,10.591,0.786
321,8.41,0.272
322,9.579,0.522
323,10.194,0.591
324,11.025,0.736
325,9.391,0.481
326,10.166,0.574
327,10.147,0.603
328,9.676,0.516
329,9.142,0.448
330,8.99,0.476
331,8.855,0.451
332,8.137,0.233
333,11.638,0.917
334,9.621,0.471
335,8.764,0.391
336,8.859,0.346
337,10.963,0.709
338,8.308,0.268
339,8.906,0.353
340,9.34,0.497
341,9.55,0.48
342,9.998,0.569
343,8.722,0.359
344,10.622,0.635
345,8.745,0.354
346,8.712,0.34
347,9.561,0.564
348,8.932,0.399
349,8.962,0.376
350,8.265,0.259
351,9.305,0.473
352,8.717,0.396
353,9.933,0.63
354,10.927,0.727
355,9.312,0.525
356,8.146,0.233
357,10.751,0.672
358,9.148,0.441
359,9.438,0.471
360,8.458,0.28
361,9.286,0.409
362,10.092,0.587
363,9.02,0.388
364,8.539,0.331
365,9.114,0.43
366,10.079,0.654
367,8.158,0.262
368,8.945,0.435
369,10.512,0.731
370,10.161,0.569
371,8.169,0.233
372,9.193,0.541
373,8.375,0.351
374,8.764,0.393
375,8.782,0.386
376,10.096,0.545
377,9.641,0.536
378,10.015,0.618
379,9.281,0.412
380,7.977,0.215
381,9.389,0.423
382,8.476,0.357
383,10.533,0.528
384,8.937,0.333
385,9.923,0.562
386,10.817,0.71
387,11.079,0.824
388,9.141,0.52
389,7.839,0.17
390,7.956,0.201
391,10.815,0.748
392,10.099,0.664
393,9.195,0.451
394,9.61,0.631
395,8.731,0.394
396,9.137,0.464
397,8.63,0.358
398,10.415,0.671
399,10.008,0.581
400,9.844,0.587
401,8.636,0.334
402,8.209,0.284
403,9.467,0.507
404,9.547,0.501
405,10.351,0.613
406,9.491,0.534
407,7.964,0.211
408,9.638,0.562
409,11.136,0.794
410,9.804,0.564
411,8.347,0.302
412,8.586,0.29
413,8.182,0.274
414,9.318,0.515
415,9.76,0.609
416,9.175,0.455
417,9.194,0.494
418,10.005,0.593
419,8.132,0.247
420,8.914,0.429
421,10.245,0.705
422,9.438,0.457
423,8.529,0.343
424,8.455,0.291
425,8.774,0.376
426,9.279,0.481
427,9.874,0.653
428,8.757,0.389
429,8.704,0.367
430,9.179,0.502
431,9.763,0.509
432,8.242,0.26
433,9.015,0.451
434,8.89,0.396
435,8.245,0.301
436,8.516,0.335
437,8.964,0.377
438,8.141,0.24
439,9.836,0.558
440,8.999,0.429
441,8.12,0.222
442,9.819,0.577
443,9.423,0.474
444,10.228,0.666
445,8.504,0.33
446,8.352,0.317
447,10.411,0.686
448,9.013,0.416
449,9.937,0.645
450,9.523,0.581
451,8.492,0.321
452,9.84,0.544
453,9.123,0.441
454,9.345,0.479
455,9.222,0.441
456,9.457,0.538
457,8.444,0.332
458,11.236,0.789
459,9.453,0.483
460,8.749,0.377
461,8.028,0.214
462,8.979,0.459
463,9.59,0.535
464,9.045,0.434
465,9.591,0.507
466,8.61,0.329
467,9.602,0.555
468,8.356,0.317
469,9.402,0.511
470,8.538,0.33
471,8.362,0.208
472,10.246,0.689
473,7.752,0.148
474,9.762,0.57
475,8.919,0.356
476,9.636,0.532
477,9.053,0.465
478,8.486,0.301
479,9.551,0.512
480,8.689,0.423
481,10.19,0.62
482,10.2,0.73
483,9.359,0.51
484,10.037,0.566
485,9.308,0.531
486,9.055,0.401
487,11.493,0.852
488,9.372,0.437
489,10.702,0.776
490,10.742,0.692
491,9.491,0.51
492,8.373,0.254
493,9.407,0.478
494,9.313,0.469
495,7.736,0.136
496,10.572,0.733
497,9.26,0.537
498,10.088,0.58
499,8.929,0.427
500,8.976,0.4
501,9.704,0.526
502,9.052,0.336
503,11.388,0.819
504,8.515,0.309
505,10.601,0.696
506,9.594,0.523
507,9.351,0.523
508,9.622,0.524
509,8.647,0.263
510,8.016,0.185
511,9.509,0.546
512,10.381,0.588
513,9.726,0.535
514,9.218,0.401
515,10.415,0.782
516,8.06,0.221
517,8.266,0.263
518,9.61,0.624
519,9.059,0.387
520,8.391,0.297
521,8.505,0.344
522,10.205,0.65
523,9.253,0.505
524,10.285,0.709
525,10.447,0.724
526,8.868,0.373
527,10.454,0.709
528,9.215,0.504
529,9.718,0.576
530,10.411,0.64
531,11.133,0.868
532,8.37,0.275
533,11.977,0.84
534,9.379,0.478
535,10.473,0.633
536,10.245,0.6
537,11.292,0.797
538,9.367,0.475
539,11.773,0.904
540,9.968,0.668
541,10.387,0.673
542,10.752,0.676
543,9.277,0.472
544,8.261,0.26
545,9.017,0.457
546,10.545,0.682
547,10.086,0.548
548,8.641,0.371
549,8.224,0.264
550,9.798,0.605
551,9.003,0.447
552,8.379,0.298
553,9.54,0.494
554,9.165,0.435
555,8.726,0.359
556,8.099,0.236
557,9.531,0.566
558,10.603,0.678
559,8.912,0.43
560,10.048,0.612
561,8.867,0.411
562,9.799,0.553
563,10.128,0.595
564,9.806,0.666
565,9.002,0.459
566,10.259,0.628
567,10.277,0.637
568,8.951,0.417
569,9.327,0.513
570,9.665,0.501
571,9.001,0.411
572,9.64,0.553
573,9.101,0.416
574,9.145,0.459
575,10.596,0.802
576,8.29,0.282
577,10.204,0.574
578,9.407,0.471
579,10.049,0.716
580,9.503,0.521
581,8.713,0.332
582,10.234,0.651
583,9.75,0.525
584,9.022,0.406
585,10.295,0.605
586,9.807,0.472
587,9.352,0.497
588,8.962,0.438
589,8.692,0.352
590,11.487,0.864
591,8.54,0.337
592,8.835,0.357
593,10.178,0.631
594,8.482,0.318
595,9.617,0.597
596,7.972,0.227
597,10.095,0.699
598,9.205,0.452
599,9.546,0.535
600,8.772,0.379
601,10.984,0.781
602,8.681,0.374
603,10.596,0.747
604,9.447,0.522
605,9.426,0.513
606,10.869,0.703
607,10.954,0.719
608,9.094,0.418
609,9.4,0.575
610,9.218,0.487
611,9.915,0.604
612,9.949,0.639
613,8.141,0.263
614,9.975,0.708
615,8.727,0.396
616,9.684,0.567
617,10.104,0.75
618,8.448,0.269
619,9.102,0.425
620,9.735,0.519
621,8.693,0.391
622,10.186,0.633
623,8.742,0.35
624,9.525,0.523
625,8.889,0.401
626,9.907,0.57
627,9.977,0.598
628,9.954,0.629
629,9.835,0.584
630,9.778,0.559
631,8.873,0.382
632,9.903,0.689
633,10.752,0.713
634,11.318,0.825
635,8.991,0.379
636,9.772,0.539
637,8.676,0.357
638,8.85,0.351
639,10.014,0.645
640,7.961,0.187
641,8.966,0.402
642,9.219,0.437
643,8.957,0.403
644,10.856,0.841
645,9.75,0.521
646,8.68,0.362
647,9.538,0.485
648,11.656,0.841
649,10.203,0.697
650,11.143,0.809
651,10.277,0.737
652,10.761,0.694
653,8.517,0.303
654,9.801,0.549
655,8.83,0.366
656,8.438,0.29
657,9.427,0.49
658,8.277,0.258
659,10.414,0.726
660,10.193,0.669
661,8.007,0.203
662,8.924,0.372
663,9.827,0.57
664,8.702,0.401
665,8.694,0.303
666,9.172,0.52
667,8.987,0.423
668,8.509,0.324
669,11.497,0.797
670,10.061,0.608
671,10.324,0.621
672,10.306,0.715
673,8.595,0.385
674,9.341,0.53
675,10.262,0.658
676,9.287,0.424
677,10.232,0.653
678,9.27,0.462
679,9.091,0.417
680,9.791,0.561
681,11.727,0.83
682,9.52,0.552
683,8.909,0.397
684,9.324,0.513
685,10.566,0.686
686,8.659,0.396
687,10.418,0.687
688,9.129,0.469
689,9.476,0.394
690,8.875,0.371
691,9.453,0.477
692,8.751,0.316
693,8.893,0.443
694,8.579,0.33
695,8.105,0.23
696,9.986,0.589
697,8.777,0.366
698,8.704,0.421
699,9.191,0.42
700,9.464,0.451
701,8.834,0.42
702,10.558,0.672
703,8.849,0.361
704,9.346,0.481
705,10.955,0.803
706,9.259,0.442
707,9.504,0.545
708,8.963,0.44
709,10.051,0.572
710,10.43,0.634
711,9.095,0.471
712,8.885,0.352
713,9.46,0.512
714,9.896,0.551
715,9.251,0.533
716,10.983,0.764
717,9.384,0.508
718,8.758,0.33
719,7.92,0.183
720,9.707,0.517
721,8.618,0.312
722,11.389,0.861
723,9.878,0.65
724,9.552,0.547
725,9.991,0.548
726,10.78,0.789
727,8.182,0.218
728,11.957,0.906
729,9.412,0.53
730,10.009,0.564
731,8.894,0.396
732,10.833,0.655
733,8.347,0.268
734,8.042,0.187
735,9.53,0.546
736,9.213,0.493
737,10.59,0.616
738,9.027,0.407
739,8.466,0.312
740,8.96,0.469
741,10.593,0.685
742,7.766,0.156
743,9.386,0.502
744,9.042,0.446
745,10.612,0.668
746,9.874,0.52
747,8.317,0.323
748,10.113,0.583
749,9.317,0.517
750,8.519,0.345
751,9.761,0.489
752,9.86,0.598
753,8.753,0.362
754,9.512,0.546
755,8.322,0.233
756,9.05,0.375
757,8.311,0.265
758,9.169,0.422
759,8.364,0.262
760,9.498,0.506
761,10.976,0.811
762,10.475,0.688
763,8.439,0.302
764,9.419,0.537
765,9.844,0.565
766,9.148,0.459
767,9.953,0.587
768,10.6,0.658
769,10.516,0.701
770,8.93,0.4
771,9.81,0.58
772,10.317,0.693
773,9.211,0.427
774,8.058,0.215
775,9.945,0.576
776,8.742,0.326
777,10.526,0.774
778,9.689,0.554
779,9.955,0.587
780,9.3,0.441
781,8.114,0.229
782,10.802,0.757
783,8.049,0.234
784,10.461,0.607
785,9.125,0.48
786,9.454,0.547
787,8.552,0.344
788,8.64,0.415
789,10.041,0.64
790,8.423,0.315
791,9.641,0.543
792,7.885,0.15
793,9.77,0.579
794,7.882,0.166
795,9.275,0.478
796,9.664,0.476
797,10.536,0.709
798,9.868,0.588
799,9.497,0.474
800,9.726,0.571
801,9.825,0.584
802,7.992,0.231
803,8.935,0.397
804,9.723,0.528
805,8.825,0.377
806,9.357,0.468
807,9.959,0.593
808,11.315,0.918
809,10.039,0.665
810,10.608,0.7
811,9.431,0.509
812,9.304,0.473
813,10.239,0.624
814,11.899,0.942
815,8.252,0.278
816,9.667,0.618
817,8.937,0.36
818,7.725,0.138
819,9.099,0.503
820,9.561,0.522
821,9.684,0.513
822,9.142,0.428
823,9.952,0.568
824,8.78,0.383
825,10.262,0.668
826,9.377,0.518
827,9.98,0.585
828,10.044,0.567
829,9.463,0.551
830,8.698,0.363
831,10.202,0.562
832,9.929,0.601
833,9.795,0.554
834,9.051,0.388
835,10.686,0.688
836,9.53,0.522
837,11.143,0.784
838,10.226,0.64
839,8.584,0.33
840,8.934,0.323
841,8.453,0.303
842,9.633,0.528
843,9.053,0.446
844,8.974,0.413
845,8.661,0.31
846,9.901,0.572
847,8.882,0.353
848,11.994,0.918
849,8.672,0.37
850,9.738,0.539
851,9.063,0.479
852,8.846,0.38
853,10.607,0.787
854,10.025,0.64
855,9.489,0.484
856,9.74,0.55
857,9.13,0.533
858,8.923,0.415
859,9.364,0.475
860,9.686,0.54
861,10.18,0.691
862,9.913,0.574
863,10.411,0.672
864,8.775,0.412
865,10.834,0.697
866,10.275,0.741
867,9.4,0.515
868,10.437,0.653
869,9.346,0.49
870,8.968,0.429
871,9.05,0.471
872,9.661,0.461
873,8.908,0.344
874,9.456,0.519
875,8.326,0.275
876,9.584,0.614
877,9.907,0.555
878,10.866,0.775
879,8.311,0.223
880,8.42,0.312
881,11.25,0.762
882,10.836,0.678
883,8.143,0.259
884,8.626,0.361
885,10.197,0.657
886,9.553,0.563
887,8.773,0.328
888,9.472,0.505
889,9.593,0.499
890,10.158,0.607
891,10.266,0.657
892,10.647,0.766
893,8.89,0.367
894,9.31,0.476
895,10.83,0.662
896,11.366,0.829
897,9.478,0.568
898,8.809,0.392
899,9.368,0.506
900,8.088,0.229
901,10.329,0.642
902,9.039,0.391
903,9.414,0.48
904,8.26,0.306
905,8.797,0.365
906,8.828,0.355
907,9.959,0.533
908,10.532,0.652
909,10.38,0.712
910,9.553,0.591
911,9.761,0.523
912,9.533,0.453
913,11.255,0.751
914,10.979,0.725
915,7.975,0.22
916,9.266,0.463
917,9.829,0.606
918,8.057,0.224
919,8.11,0.252
920,8.838,0.42
921,9.679,0.552
922,8.747,0.356
923,8.887,0.387
924,10.832,0.625
925,10.281,0.657
926,9.142,0.51
927,8.911,0.378
928,8.901,0.403
929,8.597,0.32
930,11.391,0.895
931,10.741,0.751
932,11.874,0.902
933,9.786,0.66
934,8.28,0.303
935,9.951,0.62
936,8.204,0.232
937,11.599,0.781
938,9.437,0.461
939,10.329,0.67
940,9.768,0.53
941,9.394,0.449
942,8.266,0.282
943,10.611,0.664
944,9.056,0.439
945,9.1,0.43
946,10.066,0.562
947,10.655,0.702
948,9.046,0.458
949,9.763,0.618
950,9.389,0.543
951,9.151,0.442
952,11.153,0.769
953,8.503,0.314
954,9.264,0.474
955,9,0.399
956,8.707,0.362
957,9.691,0.501
958,8.192,0.269
959,9.124,0.437
960,8.562,0.3
961,8.446,0.296
962,10.147,0.607
963,9.991,0.618
964,9.254,0.445
965,8.739,0.389
966,9.34,0.468
967,9.47,0.546
968,9.533,0.494
969,8.206,0.254
970,9.323,0.476
971,9.349,0.485
972,10.829,0.751
973,10.275,0.736
974,10.197,0.632
975,9.66,0.519
976,10.203,0.745
977,10.076,0.602
978,9.305,0.421
979,9.538,0.594
980,9.463,0.432
981,9.139,0.451
982,7.892,0.188
983,8.75,0.388
984,9.872,0.581
985,8.619,0.285
986,8.754,0.397
987,10.143,0.608
988,8.708,0.359
989,8.251,0.232
990,8.803,0.388
991,9.097,0.422
992,9.897,0.654
993,9.858,0.681
994,9.503,0.467
995,9.567,0.556
996,11.638,0.82
997,9.876,0.59
998,9.411,0.522
999,9.778,0.507
1000,10.194,0.664
1001,9.304,0.513
1002,10.469,0.646
1003,9.238,0.44
1004,10.947,0.767
1005,8.922,0.426
1006,8.672,0.387
1007,10.242,0.659
1008,11.153,0.782
1009,8.063,0.217
1010,9.198,0.445
1011,8.063,0.236
1012,9.365,0.51
1013,10.784,0.735
1014,10.478,0.608
1015,8.716,0.373
1016,8.665,0.323
1017,9.064,0.445
1018,11.069,0.731
1019,9.304,0.518
1020,9.234,0.482
1021,9.601,0.555
1022,8.898,0.422
1023,10.498,0.754
1024,10.346,0.712
1025,12.153,0.912
1026,8.255,0.268
1027,10.454,0.661
1028,7.802,0.159
1029,11.181,0.795
1030,9.297,0.518
1031,8.854,0.424
1032,8.634,0.356
1033,9.887,0.567
1034,9.044,0.477
1035,9.595,0.553
1036,8.348,0.355
1037,9.004,0.421
1038,10.133,0.68
1039,8.473,0.302
1040,9.129,0.471
1041,8.555,0.328
1042,8.433,0.304
1043,8.855,0.376
1044,10.024,0.579
1045,8.227,0.293
1046,10.334,0.689
1047,9.078,0.447
1048,9.258,0.462
1049,9.509,0.488
1050,8.195,0.242
1051,10.16,0.653
1052,10.104,0.608
1053,9.269,0.459
1054,10.345,0.662
1055,8.067,0.216
1056,10.748,0.697
1057,10.576,0.759
1058,8.852,0.358
1059,9.658,0.548
1060,8.76,0.322
1061,11.019,0.736
1062,8.292,0.303
1063,9.434,0.627
1064,10.494,0.655
1065,9.895,0.592
1066,10.581,0.69
1067,9.581,0.558
1068,8.92,0.38
1069,10.631,0.824
1070,9.213,0.422
1071,9.71,0.519
1072,8.879,0.414
1073,9.318,0.465
1074,8.7,0.334
1075,9.251,0.45
1076,10.308,0.631
1077,9.412,0.552
1078,8.677,0.409
1079,9.425,0.5
1080,9.401,0.528
1081,8.467,0.344
1082,8.517,0.298
1083,9.529,0.546
1084,10.074,0.5
1085,9.775,0.563
1086,9.979,0.567
1087,8.848,0.383
1088,9.232,0.44
1089,8.794,0.361
1090,11.173,0.753
1091,8.853,0.46
1092,10.613,0.673
1093,8.743,0.329
1094,10.224,0.655
1095,8.963,0.381
1096,8.741,0.401
1097,9.889,0.532
1098,10.12,0.669
1099,10.395,0.685
1100,9.592,0.554
1101,9.212,0.53
1102,8.315,0.266
1103,8.568,0.299
1104,9.255,0.499
1105,10.952,0.802
1106,9.091,0.44
1107,10.187,0.612
1108,9.001,0.408
1109,9.438,0.555
1110,10.126,0.643
1111,10.231,0.576
1112,9.548,0.494
1113,10.366,0.673
1114,9.526,0.542
1115,8.617,0.341
1116,8.978,0.389
1117,9.084,0.423
1118,9.731,0.541
1119,8.909,0.44
1120,9.109,0.406
1121,8.373,0.258
1122,9.885,0.542
1123,10.409,0.735
1124,9.39,0.415
1125,10.026,0.573
1126,9.079,0.463
1127,10.122,0.618
1128,8.624,0.362
1129,9.887,0.596
1130,10.162,0.608
1131,9.853,0.576
1132,8.416,0.285
1133,10.36,0.648
1134,9.431,0.479
1135,8.794,0.377
1136,8.274,0.255
1137,8.99,0.37
1138,8.049,0.233
1139,9.201,0.51
1140,8.562,0.31
1141,8.666,0.329
1142,8.398,0.299
1143,9.762,0.586
1144,10.277,0.633
1145,10.576,0.621
1146,10.406,0.698
1147,9.157,0.446
1148,9.233,0.432
1149,8.618,0.3
1150,9.86,0.56
1151,8.513,0.307
1152,9.083,0.462
1153,11.198,0.78
1154,8.553,0.329
1155,8.949,0.376
1156,10.763,0.752
1157,8.544,0.312
1158,8.825,0.325
1159,9.499,0.501
1160,8.745,0.368
1161,11.018,0.823
1162,8.488,0.271
1163,9.542,0.487
1164,8.898,0.385
1165,9.328,0.493
1166,9.293,0.441
1167,9.735,0.541
1168,8.846,0.386
1169,9.18,0.409
1170,9.071,0.348
1171,8.904,0.374
1172,10.287,0.64
1173,9.778,0.54
1174,10.144,0.621
1175,9.804,0.556
1176,12.409,0.923
1177,10.622,0.73
1178,10.686,0.793
1179,8.795,0.349
1180,8.989,0.497
1181,8.506,0.309
1182,9.333,0.463
1183,9.159,0.49
1184,8.976,0.385
1185,9.676,0.556
1186,10.501,0.661
1187,10.123,0.574
1188,8.64,0.347
1189,10.783,0.764
1190,10.68,0.655
1191,9.556,0.477
1192,10.081,0.555
1193,9.562,0.512
1194,10.14,0.613
1195,11.776,0.838
1196,9.469,0.609
1197,9.71,0.564
1198,9.463,0.489
1199,10.736,0.653
1200,8.277,0.243
1201,9.199,0.436
1202,9.563,0.571
1203,9.318,0.486
1204,8.583,0.282
1205,8.725,0.329
1206,9.188,0.458
1207,12.434,0.981
1208,10.509,0.665
1209,9.15,0.424
1210,9.423,0.45
1211,8.987,0.458
1212,9.35,0.464
1213,9.688,0.554
1214,9.575,0.581
1215,9.186,0.515
1216,8.016,0.198
1217,11.943,0.884
1218,8.903,0.367
1219,8.726,0.36
1220,10.153,0.634
1221,9.97,0.608
1222,8.704,0.33
1223,10.525,0.674
1224,9.592,0.562
1225,8.225,0.242
1226,8.896,0.389
1227,8.933,0.399
1228,9.71,0.59
1229,10.061,0.561
1230,10.718,0.756
1231,8.929,0.433
1232,9.842,0.51
1233,8.491,0.298
1234,8.583,0.305
1235,10.275,0.656
1236,10.023,0.599
1237,8.545,0.367
1238,8.891,0.347
1239,8.532,0.334
1240,9.646,0.506
1241,10.203,0.652
1242,9.299,0.495
1243,8.47,0.287
1244,9.272,0.455
1245,9.608,0.613
1246,9.529,0.54
1247,9.912,0.596
1248,8.704,0.308
1249,8.42,0.296
1250,9.452,0.495
1251,9.3,0.391
1252,10.583,0.745
1253,8.406,0.336
1254,8.57,0.34
1255,8.238,0.265
1256,9.209,0.461
1257,10.904,0.779
1258,8.491,0.336
1259,10.868,0.603
1260,9.073,0.484
1261,11.084,0.687
1262,9.419,0.516
1263,10.189,0.695
1264,8.733,0.353
1265,9.159,0.444
1266,10.326,0.592
1267,9.081,0.427
1268,8.445,0.282
1269,11.477,0.771
1270,9.74,0.645
1271,8.475,0.259
1272,10.428,0.588
1273,10.103,0.568
1274,10.105,0.658
1275,8.881,0.405
1276,8.944,0.422
1277,8.973,0.403
1278,8.493,0.336
1279,10.127,0.526
1280,9.096,0.438
1281,10.014,0.63
1282,8.537,0.346
1283,9.41,0.512
1284,9.643,0.536
1285,8.42,0.275
1286,8.874,0.384
1287,8.57,0.359
1288,9.551,0.494
1289,7.997,0.238
1290,8.248,0.287
1291,8.732,0.315
1292,8.929,0.415
1293,8.445,0.336
1294,10.112,0.598
1295,9.35,0.445
1296,10.13,0.593
1297,8.43,0.292
1298,8.925,0.446
1299,10.016,0.582
1300,10.002,0.601
1301,8.661,0.388
1302,8.973,0.451
1303,10.324,0.694
1304,10.054,0.657
1305,9.329,0.529
1306,9.579,0.479
1307,9.841,0.555
1308,9.979,0.522
1309,9.897,0.586
1310,9.65,0.546
1311,10.939,0.716
1312,8.707,0.328
1313,10.395,0.65
1314,11.033,0.682
1315,8.658,0.348
1316,9.531,0.514
1317,9.421,0.5
1318,9.343,0.517
1319,9.737,0.536
1320,8.739,0.349
1321,8.221,0.279
1322,11.101,0.755
1323,9.025,0.412
1324,10.148,0.6
1325,9.948,0.522
1326,10.404,0.595
1327,10.697,0.701
1328,8.364,0.26
1329,9.314,0.484
1330,8.778,0.39
1331,9.555,0.426
1332,10.273,0.565
1333,9.604,0.506
1334,8.913,0.364
1335,11.461,0.756
1336,10.373,0.625
1337,8.698,0.401
1338,8.569,0.316
1339,8.93,0.347
1340,9.934,0.547
1341,9.447,0.539
1342,9.689,0.552
1343,10.357,0.611
1344,9.096,0.42
1345,10.352,0.61
1346,9.787,0.581
1347,9.143,0.452
1348,9.227,0.427
1349,11.059,0.76
1350,9.375,0.54
1351,8.841,0.368
1352,9.353,0.45
1353,8.396,0.273
1354,10.446,0.764
1355,9.552,0.51
1356,9.16,0.471
1357,9.761,0.632
1358,8.665,0.358
1359,8.018,0.212
1360,8.599,0.293
1361,9.275,0.539
